StockCode,revenue,units,weeks_active,mean_wk,sd_wk,cv,cum_share,ABC,XYZ,class,product
10002,6946.51,8676,70,123.94285714285714,189.56539812326363,1.9777538087815958,0.6958112580614232,A,Z,AZ,INFLATABLE POLITICAL GLOBE
23254,6932.160000000001,1710,36,47.5,40.55648618197306,1.9840404923328316,0.6961631491285183,A,Z,AZ,CHILDRENS CUTLERY DOLLY GIRL
22377,6924.31,3620,96,37.708333333333336,66.41970485467739,1.8464617401522896,0.6965146417130516,A,Z,AZ,BOTTLE BAG RETROSPOT
21768,6924.04,510,31,16.451612903225808,36.61314764732966,4.293591157624939,0.696866120591815,A,Z,AZ,WALL MOUNTED VINTAGE ORGANISER
21903,6921.47,3442,100,34.42,73.97845441188747,2.1900158314435663,0.6972174690119564,A,Z,AZ,MAN FLU METAL SIGN
22220,6895.39,746,89,8.382022471910112,10.144978177737102,1.3642161687015908,0.697567493556274,A,Y,AY,CAKE STAND LOVEBIRD 2 TIER WHITE
22938,6891.25,3687,61,60.442622950819676,59.19952831742382,1.5210578851737597,0.6979173079454571,A,Z,AZ,CUPCAKE LACE PAPER SET 6
22085,6886.82,2539,93,27.301075268817204,73.6933695540008,2.8598261010702,0.6982668974584938,A,Z,AZ,PAPER CHAIN KIT SKULLS
21563,6881.610000000001,2788,96,29.041666666666668,65.9932878032889,2.370445701110129,0.6986162225009384,A,Z,AZ,RED HEART SHAPE LOVE BUCKET
23109,6878.37,2401,30,80.03333333333333,57.462721548984184,2.0479677757346533,0.6989653830741471,A,Z,AZ,PACK OF SIX LED TEA LIGHTS
85220,6874.999999999999,12236,4,3059.0,5934.924767846683,9.919762891301056,0.6993143725790458,A,Z,AZ,SMALL FAIRY CAKE FRIDGE MAGNETS
23103,6859.359999999999,4080,31,131.61290322580646,102.20654819835985,2.076714746148453,0.6996625681645473,A,Z,AZ,JINGLE BELL HEART DECORATION
37448,6858.5,4570,97,47.11340206185567,38.2880737220754,0.8791889448426569,0.7000107200946343,A,Y,AY,CERAMIC CAKE DESIGN SPOTTED MUG
47502,6855.75,640,31,20.64516129032258,40.67968238740053,3.8678209708439195,0.7003587324289193,A,Z,AZ,POLKADOT CUTLERY 24 PCS IN TRAY
22378,6841.21,3756,94,39.95744680851064,63.76467402587559,1.7011615386962105,0.7007060066821279,A,Z,AZ,WALL TIDY RETROSPOT
47559B,6836.9,5281,99,53.343434343434346,41.50440390111597,0.8246415076674591,0.7010530621506432,A,Y,AY,TEA TIME OVEN GLOVE
22187,6824.95,2105,47,44.787234042553195,47.99136524246146,1.9233843800551458,0.7013995110119463,A,Z,AZ,GREEN CHRISTMAS TREE CARD HOLDER
23541,6823.91,872,11,79.27272727272727,75.53686637542083,4.032190979347517,0.7017459070806552,A,Z,AZ,WALL ART CLASSIC PUDDINGS
35004B,6809.65,1474,86,17.13953488372093,19.546122101145446,1.3280657397881246,0.7020915792816783,A,Y,AY,SET OF 3 BLACK FLYING DUCKS
21989,6801.75,8565,101,84.8019801980198,136.9883951144753,1.640151882687654,0.702436850462034,A,Z,AZ,PACK OF 20 SKULL PAPER NAPKINS
23297,6792.2300000000005,4303,15,286.8666666666667,298.0943922093582,3.594566082205319,0.7027816383871044,A,Z,AZ,SET 40 HEART SHAPE PETIT FOUR CASES
37500,6787.46,881,88,10.011363636363637,14.886925775278877,1.6629287996413193,0.703126184176911,A,Z,AZ,TEA TIME TEAPOT IN GIFT BOX
20973,6786.3,9882,80,123.525,151.61025774387616,1.494614596970846,0.7034706710826703,A,Y,AY,12 PENCIL SMALL TUBE WOODLAND
22311,6782.11,2125,82,25.914634146341463,50.407769639093885,2.2379632361517428,0.7038149452951893,A,Z,AZ,OFFICE MUG WARMER BLACK+SILVER
22430,6781.18,1401,81,17.296296296296298,28.201704046229388,1.9118716968825713,0.7041591722989463,A,Z,AZ,ENAMEL WATERING CAN CREAM
22431,6777.37,3368,92,36.608695652173914,30.91461353709783,0.9632246330628349,0.7045032058990649,A,Y,AY,WATERING CAN BLUE ELEPHANT
22845,6777.3,1001,60,16.683333333333334,13.694600775323105,1.371784797679352,0.704847235945836,A,Y,AY,VINTAGE CREAM CAT FOOD CONTAINER
21992,6763.2,3332,100,33.32,38.71884671460515,1.1959446132530605,0.7051905502468586,A,Y,AY,VINTAGE PAISLEY STATIONERY SET
22575,6760.16,3144,45,69.86666666666666,86.57802576551711,2.186587667460119,0.7055337102310676,A,Z,AZ,METAL MERRY CHRISTMAS WREATH
23008,6753.509999999999,435,37,11.756756756756756,11.970810344345965,2.1554920835718994,0.7058765326472464,A,Z,AZ,DOLLY GIRL BABY GIFT SET
84509A,6746.28,1637,103,15.893203883495145,13.838644825808878,0.8762437562365749,0.7062189880533712,A,Y,AY,SET OF 4 ENGLISH ROSE PLACEMATS
22810,6743.88,2204,38,58.0,63.627293140856096,2.2234749300785612,0.7065613216304326,A,Z,AZ,SET OF 6 T-LIGHTS SNOWMEN
23229,6739.71,1869,26,71.88461538461539,56.772758906417025,2.3235801766647524,0.7069034435294961,A,Z,AZ,VINTAGE DONKEY TAIL GAME
22432,6738.22,3536,89,39.73033707865169,39.6999439102374,1.149861699105362,0.7072454897930159,A,Y,AY,WATERING CAN PINK BUNNY
23480,6726.64,1800,8,225.0,109.46754248243109,3.8330808290427836,0.7075869482313043,A,Z,AZ,MINI LIGHTS WOODLAND MUSHROOMS
22746,6718.150000000001,2919,63,46.333333333333336,58.0936396496375,1.7901824445231278,0.7079279756992805,A,Z,AZ,POPPY'S PLAYHOUSE LIVINGROOM
23247,6715.93,2206,25,88.24,79.04338471160422,2.5228024243570997,0.7082688904753728,A,Z,AZ,BISCUIT TIN 50'S CHRISTMAS
22221,6712.28,906,80,11.325,34.32413440323944,3.477416817126151,0.7086096199697643,A,Z,AZ,CAKE STAND LOVEBIRD 2 TIER PINK
22526,6702.42,545,74,7.364864864864865,15.062040033856249,2.490804568481265,0.7089498489497532,A,Z,AZ,WHEELBARROW FOR CHILDREN
84968A,6688.9,535,81,6.604938271604938,8.641005457042713,1.5666439632898292,0.7092893916260176,A,Z,AZ,SET OF 16 VINTAGE ROSE CUTLERY
22059,6687.49,4974,99,50.24242424242424,76.27435588382016,1.564339125843276,0.7096288627277071,A,Z,AZ,CERAMIC STRAWBERRY DESIGN MUG
85047,6683.379999999999,1054,46,22.91304347826087,22.57513488278299,1.8460326151167163,0.7099681251971254,A,Z,AZ,WHITE BEADED GARLAND STRING 20LIGHT
23169,6671.14,1558,31,50.25806451612903,27.31906262659279,1.8204756818770749,0.7103067663383197,A,Z,AZ,CLASSIC GLASS COOKIE JAR
85014D,6670.400000000001,1919,14,137.07142857142858,243.8121800092832,5.315329853837234,0.7106453699155526,A,Z,AZ,PINK/BROWN DOTS RUFFLED UMBRELLA
47599B,6664.64,3493,93,37.55913978494624,51.72049933465357,1.4886264547807193,0.7109836811030332,A,Y,AY,BLUE PARTY BAGS
84884A,6659.17,1757,94,18.69148936170213,33.38180129910613,1.8967667843923228,0.7113217146217731,A,Z,AZ,ANT WHITE WIRE HEART SPIRAL
85068,6655.1900000000005,961,31,31.0,49.31463609653156,3.251279871726118,0.711659546107316,A,Z,AZ,CREAM SWEETHEART SHELF + HOOKS
21107,6651.320000000001,2311,88,26.261363636363637,43.669472837317805,1.8473243385090814,0.7119971811434939,A,Z,AZ,CREAM SLICE FLANNEL PINK SPOT
22779,6648.35,1739,53,32.81132075471698,44.37734028661889,2.117552029618652,0.7123346654162057,A,Z,AZ,WOODEN OWLS LIGHT GARLAND
22661,6647.65,8231,72,114.31944444444444,87.41141614758595,1.130137196629923,0.7126721141554406,A,Y,AY,CHARLOTTE BAG DOLLY GIRL DESIGN
22898,6623.66,3178,63,50.44444444444444,40.41230161552049,1.3013292188779135,0.7130083451116614,A,Y,AY,CHILDRENS APRON APPLES DESIGN
85175,6612.98,15582,93,167.5483870967742,130.05471391495465,0.8859010747801755,0.7133440339285495,A,Y,AY,CACTI T-LIGHT CANDLES
84520B,6590.07,7513,64,117.390625,121.89399729839425,1.5328707696872437,0.713678559785502,A,Z,AZ,PACK 20 ENGLISH ROSE PAPER NAPKINS
21592,6576.6,5896,98,60.16326530612245,90.47625352037697,1.5610086633676081,0.7140124018768355,A,Z,AZ,RETROSPOT CIGAR BOX MATCHES
22080,6561.94,3917,80,48.9625,33.36656544916509,0.9466670395266963,0.7143454997956391,A,Y,AY,RIBBON REEL SPOTS DESIGN
16156S,6558.62,16661,97,171.76288659793815,160.05479356014536,0.9967683490170824,0.7146784291842382,A,Y,AY,WRAP PINK FAIRY CAKES
21240,6543.39,7590,104,72.98076923076923,69.38341213153319,0.9461263977250743,0.7150105854659051,A,Y,AY,BLUE POLKADOT CUP
21201,6522.26,2743,95,28.873684210526317,43.67194973583161,1.6039992272497328,0.7153416691441917,A,Z,AZ,TROPICAL  HONEYCOMB PAPER GARLAND
22332,6522.2,4159,99,42.01010101010101,95.35888119865439,2.3256223576769353,0.7156727497767519,A,Z,AZ,SKULLS PARTY BAG + STICKER SET
22364,6516.31,2060,86,23.953488372093023,79.1926774655251,3.6433026836017497,0.7160035314204852,A,Z,AZ,GLASS JAR DIGESTIVE BISCUITS
22596,6515.6,6371,43,148.1627906976744,141.14918319223852,1.887485516792552,0.7163342770231206,A,Z,AZ,CHRISTMAS STAR WISH LIST CHALKBOARD
22148,6499.79,3247,50,64.94,85.96259509287769,2.1567969832992695,0.7166642200768,A,Z,AZ,EASTER CRAFT 4 CHICKS
85062,6491.98,3964,98,40.44897959183673,33.22839502686573,0.8775408982988112,0.7169937666784019,A,Y,AY,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR
15060B,6490.54,1420,96,14.791666666666666,14.40388592792103,1.0487653447097847,0.7173232401825655,A,Y,AY,FAIRY CAKE DESIGN UMBRELLA
23311,6488.2,2390,22,108.63636363636364,80.79636098273205,2.494644041281533,0.7176525949033923,A,Z,AZ,VINTAGE CHRISTMAS STOCKING
22142,6464.24,4313,42,102.69047619047619,113.84981294268684,2.1088691640346533,0.7179807333640682,A,Z,AZ,CHRISTMAS CRAFT WHITE FAIRY
23553,6457.15,569,8,71.125,105.3761120937758,6.0801667187311335,0.7183085119213857,A,Z,AZ,LANDMARK FRAME CAMDEN TOWN
21494,6456.5,3839,90,42.65555555555556,58.86055910562876,1.52690546625383,0.7186362574833317,A,Z,AZ,ROTATING LEAVES T-LIGHT HOLDER
21500,6453.5,15975,101,158.16831683168317,105.83648419207158,0.6972687174417925,0.7189638507589483,A,X,AX,PINK POLKADOT WRAP
23188,6451.07,3473,26,133.57692307692307,85.32580996482744,2.1376078631888102,0.7192913206826381,A,Z,AZ,VINTAGE  2 METER FOLDING RULER
21239,6449.44,7382,104,70.98076923076923,55.6584558199103,0.7803553178828571,0.7196187078640889,A,Y,AY,PINK  POLKADOT CUP
23571,6436.61,2859,8,357.375,290.64506459155393,4.418558221294991,0.7199454437676709,A,Z,AZ,TRADITIONAL NAUGHTS & CROSSES
22578,6433.129999999999,13319,45,295.97777777777776,387.83891272308176,2.2784280819201297,0.7202720030191109,A,Z,AZ,WOODEN STAR CHRISTMAS SCANDINAVIAN
23134,6431.110000000001,1065,17,62.64705882352941,119.82536312091369,5.116851504848001,0.7205984597310889,A,Z,AZ,LARGE ZINC HEART WALL ORGANISER
22979,6401.97,4097,41,99.92682926829268,121.52641487427795,2.279642111690327,0.7209234372351874,A,Z,AZ,PANTRY WASHING UP BRUSH
22063,6391.46,2315,95,24.36842105263158,36.79415212311769,1.6013372628649756,0.7212478812295119,A,Z,AZ,CERAMIC BOWL WITH STRAWBERRY DESIGN
79067,6383.95,1616,55,29.381818181818183,25.254622539170125,1.504162524955414,0.7215719440003916,A,Z,AZ,CORONA MEXICAN TRAY
23307,6379.59,12063,28,430.82142857142856,269.9521293051828,2.029908220460441,0.7218957854484727,A,Z,AZ,SET OF 60 PANTRY DESIGN CAKE CASES
23172,6360.91,3871,31,124.87096774193549,123.4986482882799,2.351699155636212,0.7222186786603426,A,Z,AZ,REGENCY TEA PLATE PINK
22582,6334.97,2526,79,31.974683544303797,50.18324745588994,1.8756710705492192,0.7225402551030842,A,Z,AZ,PACK OF 6 SWEETIE GIFT BOXES
22849,6321.63,405,41,9.878048780487806,8.766969607427699,1.8670569191643522,0.7228611543792811,A,Z,AZ,BREAD BIN DINER STYLE MINT
22065,6320.12,8688,60,144.8,276.42038728804823,2.6352763479672823,0.7231819770046921,A,Z,AZ,CHRISTMAS PUDDING TRINKET POT
22783,6316.3,482,19,25.36842105263158,48.138931491529796,4.811057936999593,0.7235026057188437,A,Z,AZ,SET 3 WICKER OVAL BASKETS W LIDS
22460,6300.12,4784,89,53.752808988764045,43.01856916677124,0.953185692035674,0.7238224131020586,A,Y,AY,EMBOSSED GLASS TEALIGHT HOLDER
22185,6293.42,3942,97,40.63917525773196,40.45140746598789,1.0599499314956138,0.7241418803791378,A,Y,AY,SLATE TILE NATURAL HANGING
22906,6254.43,3394,62,54.74193548387097,63.84174477973138,1.7094066867470534,0.7244593684415559,A,Z,AZ,12 MESSAGE CARDS WITH ENVELOPES
21714,6229.89,4321,95,45.48421052631579,70.1449658735537,1.634311179829585,0.7247756108017994,A,Z,AZ,CITRONELLA CANDLE GARDEN POT
22435,6218.97,4942,84,58.833333333333336,49.67432085706297,1.0536613998766717,0.7250912988398038,A,Y,AY,SET OF 9 HEART SHAPED BALLOONS
22826,6210.0,58,24,2.4166666666666665,1.6918388932104942,2.31702585204584,0.7254065315416833,A,Z,AZ,LOVE SEAT ANTIQUE WHITE METAL
21078,6194.0,7226,95,76.06315789473685,78.13161434486284,1.1125038633949076,0.7257209520498059,A,Y,AY,SET/20 STRAWBERRY PAPER NAPKINS
22780,6176.09,1625,51,31.862745098039216,44.89677921982518,2.2379980064609253,0.7260344634085419,A,Z,AZ,LIGHT GARLAND BUTTERFILES PINK
22222,6165.79,1490,101,14.752475247524753,25.574755498574785,1.758882557989425,0.726347451917547,A,Z,AZ,CAKE PLATE LOVEBIRD WHITE
22196,6159.04,6607,104,63.52884615384615,50.56053888023343,0.792031891977468,0.7266600977823108,A,Y,AY,SMALL HEART MEASURING SPOONS
20751,6153.46,2901,102,28.441176470588236,23.799315045227992,0.8523831209559956,0.726972460394502,A,Y,AY,FUNKY WASHING UP GLOVES ASSORTED
22848,6145.55,382,53,7.2075471698113205,7.393756437193472,1.7286607143867807,0.7272844214784048,A,Z,AZ,BREAD BIN DINER STYLE PINK
23192,6142.29,3533,31,113.96774193548387,78.86084109407224,1.9772042307725033,0.7275962170778294,A,Z,AZ,BUNDLE OF 3 ALPHABET EXERCISE BOOKS
84832,6138.95,6799,104,65.375,66.41955313636906,1.0110815608610906,0.7279078431318072,A,Y,AY,ZINC WILLIE WINKIE  CANDLE STICK
21584,6129.45,3805,86,44.24418604651163,63.827144519906106,1.6421781174887937,0.728218986945742,A,Z,AZ,RETROSPOT SMALL TUBE MATCHES
21667,6126.25,354,48,7.375,5.923717205599445,1.5922884641000992,0.7285299683209254,A,Z,AZ,GLASS CAKE COVER AND PLATE
23118,6102.18,813,31,26.225806451612904,24.699135851846254,2.2878966116489323,0.7288397278521259,A,Z,AZ,PARISIENNE JEWELLERY DRAWER
22167,6066.28,691,94,7.351063829787234,14.874895822755104,2.1420419765700145,0.7291476650235844,A,Z,AZ,OVAL WALL MIRROR DIAMANTE
21499,6059.84,15052,97,155.17525773195877,104.69728290700749,0.745123656443859,0.7294552752870558,A,X,AX,BLUE POLKADOT WRAP
72802C,6055.85,2185,88,24.829545454545453,63.57531900036295,2.800318470379335,0.729762683009709,A,Z,AZ,VANILLA SCENT CANDLE JEWELLED BOX
21591,6053.08,4018,71,56.59154929577465,83.79730262702607,1.9055789506954226,0.7300699501213181,A,Z,AZ,COSY HOUR CIGAR BOX MATCHES
22361,6051.01,1850,89,20.786516853932586,24.446356816373743,1.329145553947819,0.7303771121553599,A,Y,AY,GLASS JAR DAISY FRESH COTTON WOOL
21586,6036.6,2590,73,35.47945205479452,45.09930696346091,1.6416688759673619,0.7306835427073995,A,Z,AZ,KINGS CHOICE GIANT TUBE MATCHES
85178,6030.7699999999995,5483,93,58.956989247311824,83.41709161464173,1.5273758057195164,0.7309896773163389,A,Z,AZ,VICTORIAN SEWING KIT
23526,6021.400000000001,1012,10,101.2,106.71124068667221,4.450531455146503,0.7312953362843094,A,Z,AZ,WALL ART DOG LICENCE
21918,6020.28,14615,104,140.52884615384616,169.7782652579402,1.2023157993011555,0.731600938398717,A,Y,AY,SET 12 KIDS COLOUR  CHALK STICKS
22331,6011.57,3660,101,36.23762376237624,42.14193837849689,1.186802219116945,0.7319060983751482,A,Y,AY,WOODLAND PARTY BAG + STICKER SET
22841,6010.47,773,60,12.883333333333333,13.768167248349762,1.6370528073442212,0.7322112025132586,A,Z,AZ,ROUND CAKE TIN VINTAGE GREEN
22772,6009.92,4453,60,74.21666666666667,62.61804896750756,1.3952288632991303,0.7325162787322086,A,Y,AY,PINK DRAWER KNOB ACRYLIC EDWARDIAN
22855,5995.49,4808,47,102.29787234042553,79.86916336261586,1.5915110988539334,0.7328206224539141,A,Z,AZ,FINE WICKER HEART
22045,5992.14,14567,99,147.14141414141415,107.99518225280484,0.7814636827284194,0.7331247961225519,A,Y,AY,SPACEBOY GIFT WRAP
23296,5988.05,4981,22,226.4090909090909,185.65525118986616,2.6002695278864496,0.7334287621741604,A,Z,AZ,SET OF 6 TEA TIME BAKING CASES
23312,5968.3,1424,22,64.72727272727273,44.549792173297305,2.421747470945032,0.7337317256741005,A,Z,AZ,VINTAGE CHRISTMAS GIFT SACK
22278,5964.4800000000005,1017,100,10.17,10.891619426759902,1.1049414948762097,0.734034495262781,A,Y,AY,OVERNIGHT BAG VINTAGE ROSE PAISLEY
22491,5961.05,7436,83,89.59036144578313,110.81846682251182,1.4652875362734668,0.7343370907374249,A,Y,AY,PACK OF 12 COLOURED PENCILS
23052,5949.34,654,41,15.951219512195122,12.706201673813059,1.7626222644529663,0.7346390917877631,A,Z,AZ,RECYCLED ACAPULCO MAT TURQUOISE
23154,5907.360000000001,2732,38,71.89473684210526,54.78892641799969,1.8123035082961003,0.7349389618447316,A,Z,AZ,SET OF 4 JAM JAR MAGNETS
48197,5905.64,898,34,26.41176470588235,41.98276532900414,3.0919453730378623,0.7352387445908714,A,Z,AZ,DOOR MAT BIRD ON THE WIRE
22241,5897.42,4377,65,67.33846153846154,94.96105730164422,1.9320803325142266,0.7355381100724684,A,Z,AZ,GARLAND WOODEN HAPPY EASTER
21407,5896.08,1297,96,13.510416666666666,14.558770040347477,1.1524799822319596,0.7358374075328384,A,Y,AY,BROWN CHECK CAT DOORSTOP
22737,5894.88,3299,46,71.71739130434783,77.10127914877165,1.9537466117889524,0.7361366440786766,A,Z,AZ,RIBBON REEL CHRISTMAS PRESENT
23113,5868.5,1154,13,88.76923076923077,263.5115917267379,8.489595858313685,0.7364345415200583,A,Z,AZ,PANTRY CHOPPING BOARD
85132C,5865.04,2066,66,31.303030303030305,40.7064423920152,1.788868578847923,0.7367322633245399,A,Z,AZ,CHARLIE AND LOLA FIGURES TINS
22660,5862.8,884,66,13.393939393939394,31.18770901289791,2.998313783942397,0.7370298714218956,A,Z,AZ,DOORMAT I LOVE LONDON
21832,5849.96,3346,98,34.142857142857146,45.94102001030918,1.4010635438029866,0.7373268277337615,A,Y,AY,CHOCOLATE CALCULATOR
22971,5849.29,2431,50,48.62,39.76404385463669,1.5631552425402242,0.7376237500350137,A,Z,AZ,QUEENS GUARD COFFEE MUG
23485,5843.92,262,8,32.75,44.148289078642996,5.715834594084096,0.7379203997437364,A,Z,AZ,BOTANICAL GARDENS WALL CLOCK
21988,5820.95,7830,101,77.52475247524752,136.27087686365022,1.7831830709599057,0.7382158834467968,A,Z,AZ,PACK OF 6 SKULL PAPER PLATES
85038,5820.38,2786,89,31.303370786516854,43.34413153483044,1.5439387136140466,0.7385113382154547,A,Z,AZ,6 CHOCOLATE LOVE HEART T-LIGHTS
22951,5807.42,11032,64,172.375,146.01451330343193,1.3314566367054985,0.7388061351071694,A,Y,AY,60 CAKE CASES DOLLY GIRL DESIGN
21313,5794.0599999999995,6738,97,69.4639175257732,60.392994532973724,0.9350086926099688,0.7391002538170972,A,Y,AY,GLASS HEART T-LIGHT HOLDER
22200,5784.92,1296,94,13.787234042553191,17.29620030397971,1.3524330730917893,0.7393939085613415,A,Y,AY,FRYING PAN PINK POLKADOT
22687,5784.67,895,34,26.323529411764707,82.65031140319172,5.597019876986885,0.7396875506150582,A,Z,AZ,DOORMAT CHRISTMAS VILLAGE
84968B,5783.389999999999,434,39,11.128205128205128,14.237052265829924,2.433000796381658,0.7399811276932745,A,Z,AZ,S/16 VINTAGE IVORY CUTLERY
22964,5777.2300000000005,2765,55,50.27272727272727,57.68704024990893,1.8263153257048597,0.7402743920768944,A,Z,AZ,3 PIECE SPACEBOY COOKIE CUTTER SET
22899,5771.86,2774,62,44.74193548387097,37.855175051235776,1.363389058324438,0.7405673838679845,A,Y,AY,CHILDREN'S APRON DOLLY GIRL
21452,5754.93,1883,88,21.397727272727273,19.15486779626999,1.0574062290927275,0.7408595162565557,A,Y,AY,TOADSTOOL MONEY BOX
22441,5740.070000000001,2649,84,31.535714285714285,30.762379789720782,1.1841399515564495,0.7411508943201752,A,Y,AY,GROW YOUR OWN BASIL IN ENAMEL MUG
37495,5736.35,1561,92,16.967391304347824,16.74859422472641,1.1045047761094722,0.7414420835487463,A,Y,AY,FAIRY CAKE BIRTHDAY CANDLE SET
23205,5728.08,5859,35,167.4,100.6099632535583,1.7361161951197768,0.7417328529746693,A,Z,AZ,CHARLOTTE BAG VINTAGE ALPHABET
21528,5721.85,905,96,9.427083333333334,22.610079164491243,2.5000382769268406,0.7420233061526482,A,Z,AZ,DAIRY MAID TRADITIONAL TEAPOT
22070,5720.24,1840,87,21.149425287356323,33.33394412698884,1.7694116480740891,0.7423136776036303,A,Z,AZ,SMALL RED RETROSPOT MUG IN BOX
21577,5718.7699999999995,2557,99,25.828282828282827,45.9933536467422,1.8297623298167551,0.742603974434311,A,Z,AZ,SAVE THE PLANET COTTON TOTE BAG
22115,5703.950000000001,2892,101,28.633663366336634,44.55552104336279,1.5805824756507365,0.7428935189705245,A,Z,AZ,METAL SIGN EMPIRE TEA
22341,5702.19,3469,90,38.544444444444444,106.52563769179206,2.9805573710986435,0.7431829741654246,A,Z,AZ,LOVE GARLAND PAINTED ZINC
22060,5699.31,735,64,11.484375,18.54979757515874,2.1904977393624643,0.7434722831654486,A,Z,AZ,LARGE CAKE STAND HANGING HEARTS
22335,5655.17,8682,102,85.11764705882354,127.34215965693382,1.5097528145039645,0.7437593515259457,A,Z,AZ,HEART DECORATION PAINTED ZINC
21703,5647.31,14579,103,141.54368932038835,189.53626466074925,1.3426228109840561,0.7440460208962599,A,Y,AY,BAG 125g SWIRLY MARBLES
22119,5631.17,910,83,10.963855421686747,14.724664709531101,1.5766546465257707,0.7443318709661219,A,Z,AZ,PEACE WOODEN BLOCK LETTERS
22854,5624.5,1160,46,25.217391304347824,22.667561789657103,1.7458324760648598,0.7446173824527115,A,Z,AZ,CREAM SWEETHEART EGG HOLDER
22653,5622.11,3033,68,44.60294117647059,49.036428647526435,1.5332297742133385,0.7449027726178585,A,Z,AZ,BUTTON BOX
22156,5612.37,6244,104,60.03846153846154,59.2845570154891,0.9826841849741883,0.7451876683600561,A,Y,AY,HEART DECORATION WITH PEARLS
21207,5599.07,3602,94,38.319148936170215,80.06102682624174,2.2101263402353126,0.7454718889661934,A,Z,AZ,SKULL AND CROSSBONES  GARLAND
21730,5578.72,1124,70,16.057142857142857,19.465976050598755,1.6241955455151638,0.7457550765633961,A,Z,AZ,GLASS STAR FROSTED T-LIGHT HOLDER
23531,5559.11,979,10,97.9,80.74713617212689,3.9708233345148036,0.7460372687156256,A,Z,AZ,WALL ART BIG LOVE
23126,5556.79,1114,41,27.170731707317074,25.074790566447795,1.9089868842381155,0.7463193430997603,A,Z,AZ,FELTCRAFT GIRL AMELIE KIT
84971S,5544.92,6544,103,63.53398058252427,67.44232329371906,1.0660292149811867,0.7466008149376517,A,Y,AY,SMALL HEART FLOWERS HOOK
21900,5538.24,8337,103,80.94174757281553,102.73426841477954,1.2729963425484867,0.7468819476846497,A,Y,AY,"KEY FOB , SHED"
23177,5528.04,2535,41,61.829268292682926,98.08794585447907,2.7865522266938125,0.7471625626581275,A,Z,AZ,TREASURE ISLAND BOOK BOX
23133,5525.400000000001,782,33,23.696969696969695,36.836195555870084,3.0880391035519663,0.7474430436196355,A,Z,AZ,LARGE IVORY HEART WALL ORGANISER
22602,5521.82,6530,72,90.69444444444444,110.03131934275227,1.594038709541646,0.7477233428527905,A,Z,AZ,CHRISTMAS RETROSPOT HEART WOOD
23158,5517.99,2635,38,69.34210526315789,53.98211731715119,1.8308048219866624,0.7480034476670648,A,Z,AZ,SET OF 5 LUCKY CAT MAGNETS
22534,5516.05,12894,89,144.87640449438203,189.59824871078885,1.4653918039121476,0.7482834540028462,A,Y,AY,MAGIC DRAWING SLATE SPACEBOY
23583,5513.83,3395,7,485.0,199.30378822290356,4.000953196436375,0.7485633476467439,A,Z,AZ,LUNCH BAG PAISLEY PARK
22670,5513.07,4434,68,65.20588235294117,126.15029638615326,2.483867210339908,0.748843202711438,A,Z,AZ,FRENCH WC SIGN BLUE METAL
82599,5508.84,2519,73,34.50684931506849,29.65689131441986,1.2093676269380615,0.7491228430524077,A,Y,AY,FANNY'S REST STOPMETAL SIGN
85061W,5502.49,6366,100,63.66,83.03865717759763,1.3385984825475647,0.7494021610539802,A,Y,AY,WHITE JEWELLED HEART DECORATION
22168,5501.43,662,66,10.030303030303031,11.099507538583305,1.5735715598956157,0.7496814252477162,A,Z,AZ,ORGANISER WOOD ANTIQUE WHITE
79029,5501.12,2958,35,84.51428571428572,71.14706038678388,2.0042633425172136,0.7499606737051981,A,Z,AZ,GLASS HONEYPOT WASP CATCHER
84968D,5494.08,476,49,9.714285714285714,19.414341777836995,3.0703104104510768,0.7502395647974271,A,Z,AZ,SET OF 16 VINTAGE RED CUTLERY
40016,5492.35,15447,86,179.61627906976744,248.2909189595071,1.5790020068192612,0.7505183680712061,A,Z,AZ,CHINESE DRAGON PAPER LANTERNS
21112,5484.26,2222,76,29.236842105263158,55.54670549391808,2.2897254914370846,0.7507967606795168,A,Z,AZ,"SWISS ROLL TOWEL, PINK  SPOTS"
20983,5480.98,6294,103,61.10679611650485,54.49409261406756,0.8971696273154276,0.7510749867881074,A,Y,AY,12 PENCILS TALL TUBE RED RETROSPOT
22203,5473.26,1403,98,14.316326530612244,28.683698786196096,2.068284679102809,0.7513528210132102,A,Z,AZ,MILK PAN RED RETROSPOT
72756,5472.89,4021,7,574.4285714285714,856.1440410629622,6.49196856976338,0.7516306364563325,A,Z,AZ,FAIRY CAKE CANDLES
22763,5470.39,666,55,12.10909090909091,56.79875870033595,6.460460382911576,0.7519083249941803,A,Z,AZ,KEY CABINET MA CAMPAGNE
16161P,5466.9,13273,89,149.13483146067415,92.27357927420798,0.7815722817360727,0.7521858363722649,A,Y,AY,WRAP ENGLISH ROSE
22437,5461.37,6518,86,75.79069767441861,101.09472742160543,1.5283574974632042,0.7524630670358822,A,Z,AZ,SET OF 9 BLACK SKULL BALLOONS
85063,5460.64,310,47,6.595744680851064,4.391986647976483,1.4741194306207386,0.7527402606431594,A,Y,AY,CREAM SWEETHEART MAGAZINE RACK
22483,5458.21,1883,91,20.692307692307693,26.211826129818373,1.3987763057967593,0.7530173308985096,A,Y,AY,RED GINGHAM TEDDY BEAR
20978,5451.07,4127,102,40.46078431372549,37.26349089704568,0.9359278269162195,0.7532940387123961,A,Y,AY,36 PENCILS TUBE SKULLS
