StockCode,weekly_demand,forecast_error,ABC,XYZ,class,revenue,ROP_1w_90%,ROP_1w_95%,ROP_1w_99%,ROP_2w_90%,ROP_2w_95%,ROP_2w_99%,ROP_3w_90%,ROP_3w_95%,ROP_3w_99%,ROP_4w_90%,ROP_4w_95%,ROP_4w_99%
21955,40.236559139784944,27.82976602297216,A,Z,AZ,23809.22,76.0,86.0,105.0,131.0,145.0,172.0,182.0,200.0,233.0,232.0,253.0,291.0
21790,227.20430107526883,171.340511450348,A,Y,AY,23538.47,447.0,510.0,626.0,765.0,854.0,1019.0,1061.0,1171.0,1373.0,1347.0,1474.0,1707.0
23243,21.795698924731184,180.74480552743307,A,Z,AZ,23514.17,253.0,320.0,443.0,371.0,465.0,639.0,466.0,582.0,795.0,550.0,684.0,929.0
22605,18.387096774193548,6.470076078436005,A,Z,AZ,23439.57,27.0,29.0,33.0,48.0,52.0,58.0,70.0,74.0,81.0,90.0,95.0,104.0
22625,23.688172043010752,19.282117239364947,A,Y,AY,23105.35,48.0,56.0,69.0,82.0,92.0,111.0,114.0,126.0,149.0,144.0,158.0,185.0
84406B,74.25806451612904,28.406519783423416,A,Y,AY,23098.1,111.0,121.0,140.0,200.0,215.0,242.0,286.0,304.0,337.0,370.0,391.0,429.0
22607,25.913978494623656,9.695124122062149,A,Y,AY,23015.79,38.0,42.0,49.0,69.0,74.0,84.0,99.0,105.0,117.0,128.0,136.0,149.0
21791,158.67741935483872,107.94714578028115,A,Y,AY,22924.85,297.0,337.0,410.0,513.0,569.0,673.0,715.0,785.0,912.0,911.0,991.0,1138.0
22554,117.12903225806451,85.63346131454962,A,Y,AY,22899.92,227.0,258.0,317.0,389.0,434.0,516.0,541.0,596.0,697.0,688.0,751.0,868.0
21936,81.72043010752688,55.32817823583795,A,Y,AY,22770.81,153.0,173.0,211.0,264.0,293.0,346.0,368.0,403.0,468.0,469.0,509.0,585.0
84970S,270.5483870967742,64.76335688621096,A,X,AX,22653.1,353.0,377.0,421.0,658.0,692.0,754.0,955.0,997.0,1073.0,1248.0,1296.0,1384.0
22556,124.9247311827957,49.07294702180539,A,Y,AY,22376.98,188.0,206.0,239.0,339.0,364.0,412.0,484.0,515.0,573.0,625.0,662.0,728.0
37449,24.365591397849464,9.958180630428679,A,Y,AY,22363.15,37.0,41.0,48.0,67.0,72.0,82.0,95.0,102.0,113.0,123.0,130.0,144.0
85014A,45.97849462365591,16.932240835723324,A,Z,AZ,22243.45,68.0,74.0,85.0,123.0,131.0,148.0,175.0,186.0,206.0,227.0,240.0,263.0
20749,25.688172043010752,32.73531290917637,A,Y,AY,22200.96,68.0,80.0,102.0,111.0,128.0,159.0,150.0,171.0,209.0,187.0,211.0,255.0
22113,43.25806451612903,93.11200281057555,A,Z,AZ,22159.98,162.0,197.0,260.0,255.0,304.0,393.0,336.0,396.0,506.0,411.0,480.0,607.0
22585,162.98924731182797,150.0625161406502,A,Y,AY,22011.05,355.0,411.0,513.0,598.0,676.0,820.0,822.0,918.0,1095.0,1036.0,1147.0,1351.0
23202,75.13978494623656,111.29495309444921,A,Z,AZ,21852.81,218.0,259.0,334.0,352.0,410.0,517.0,472.0,543.0,675.0,585.0,668.0,819.0
22499,37.376344086021504,4.619125159429827,A,Y,AY,21838.42,43.0,45.0,48.0,83.0,86.0,90.0,122.0,125.0,131.0,161.0,165.0,171.0
22941,13.612903225806452,59.91170401681091,A,Z,AZ,21753.08,90.0,112.0,153.0,136.0,167.0,225.0,174.0,212.0,283.0,208.0,252.0,334.0
21210,142.5483870967742,78.54411439445174,A,Y,AY,21735.89,243.0,272.0,326.0,427.0,468.0,544.0,602.0,652.0,745.0,771.0,829.0,936.0
22456,42.54838709677419,11.39312040345099,A,Y,AY,21607.95,57.0,61.0,69.0,106.0,112.0,123.0,153.0,160.0,174.0,199.0,208.0,223.0
22969,118.2258064516129,153.36945491741747,A,Z,AZ,21519.39,315.0,371.0,476.0,514.0,594.0,742.0,695.0,793.0,974.0,866.0,979.0,1188.0
21213,394.40860215053766,182.10706132197785,A,Y,AY,21463.86,628.0,695.0,819.0,1118.0,1214.0,1389.0,1587.0,1704.0,1918.0,2044.0,2179.0,2426.0
21258,14.010752688172044,10.873287106380925,A,Z,AZ,21450.31,28.0,32.0,39.0,48.0,53.0,64.0,66.0,73.0,86.0,84.0,92.0,107.0
23209,93.11827956989248,136.95397788559615,A,Z,AZ,21450.17,268.0,319.0,412.0,434.0,506.0,638.0,583.0,671.0,832.0,723.0,824.0,1011.0
85048,17.225806451612904,42.29788325619322,A,Z,AZ,21248.83,71.0,87.0,116.0,111.0,133.0,174.0,145.0,173.0,222.0,177.0,208.0,266.0
22570,50.924731182795696,78.027274129368,A,Y,AY,20931.1,151.0,180.0,233.0,243.0,284.0,359.0,326.0,376.0,468.0,403.0,461.0,567.0
22424,13.827956989247312,7.606820071743426,A,Y,AY,20925.14,24.0,26.0,32.0,41.0,45.0,53.0,58.0,63.0,72.0,75.0,80.0,91.0
23206,96.10752688172043,149.45619955841627,A,Z,AZ,20911.98,287.0,343.0,444.0,463.0,541.0,685.0,620.0,715.0,891.0,767.0,878.0,1081.0
84997A,49.61290322580645,36.466500371619176,A,Y,AY,20893.73,96.0,110.0,135.0,165.0,184.0,219.0,230.0,253.0,296.0,292.0,319.0,368.0
22294,163.8709677419355,71.58383439297623,A,Y,AY,20881.88,255.0,282.0,331.0,457.0,495.0,564.0,650.0,696.0,781.0,839.0,892.0,989.0
22356,183.59139784946237,76.61868795005893,A,X,AX,20881.25,282.0,310.0,362.0,506.0,546.0,620.0,721.0,770.0,860.0,931.0,987.0,1091.0
21218,51.946236559139784,30.663356770947775,A,Y,AY,20822.81,91.0,103.0,123.0,159.0,175.0,205.0,224.0,243.0,280.0,286.0,309.0,351.0
48116,31.580645161290324,52.86352154392979,A,Z,AZ,20728.07,99.0,119.0,155.0,159.0,187.0,237.0,212.0,246.0,308.0,262.0,301.0,373.0
22632,78.44086021505376,124.73662574075203,A,Z,AZ,20582.33,238.0,284.0,369.0,383.0,448.0,568.0,512.0,592.0,739.0,633.0,725.0,895.0
22617,34.236559139784944,58.72358040168945,A,Y,AY,20571.74,109.0,131.0,171.0,175.0,206.0,262.0,233.0,271.0,340.0,287.0,331.0,411.0
22693,165.3763440860215,92.83612667684224,A,Z,AZ,20469.08,284.0,319.0,382.0,499.0,547.0,637.0,702.0,761.0,871.0,899.0,968.0,1094.0
20723,169.04301075268816,68.56084544421535,A,X,AX,20438.45,257.0,282.0,329.0,462.0,498.0,564.0,659.0,703.0,784.0,852.0,902.0,996.0
21559,78.52688172043011,43.58726586467545,A,X,AX,20416.93,134.0,150.0,180.0,236.0,259.0,301.0,332.0,360.0,411.0,426.0,458.0,517.0
22568,42.483870967741936,79.18026616446535,A,Y,AY,20271.22,144.0,173.0,227.0,228.0,270.0,346.0,303.0,354.0,447.0,373.0,431.0,539.0
85150,79.59139784946237,24.82877635966294,A,Y,AY,20255.57,111.0,121.0,137.0,204.0,217.0,241.0,294.0,310.0,339.0,382.0,400.0,434.0
21216,37.075268817204304,19.856583247119488,A,Y,AY,20213.55,62.0,70.0,83.0,110.0,120.0,140.0,155.0,168.0,191.0,199.0,214.0,241.0
22273,47.17204301075269,194.1406117769786,A,Z,AZ,20189.34,296.0,368.0,500.0,446.0,547.0,734.0,572.0,696.0,925.0,686.0,829.0,1093.0
22569,51.72043010752688,71.18111479039159,A,Y,AY,20134.43,143.0,169.0,218.0,232.0,270.0,338.0,313.0,359.0,442.0,389.0,442.0,539.0
21622,39.623655913978496,7.446737260625508,A,Z,AZ,20021.09,49.0,52.0,57.0,93.0,97.0,104.0,135.0,140.0,149.0,178.0,183.0,193.0
22900,53.83870967741935,40.51331134619226,A,Z,AZ,19895.14,106.0,121.0,148.0,181.0,202.0,241.0,251.0,277.0,325.0,319.0,349.0,404.0
22413,53.32258064516129,142.2595891436865,A,Z,AZ,19754.79,235.0,288.0,385.0,364.0,439.0,575.0,475.0,567.0,734.0,577.0,683.0,876.0
48129,29.118279569892472,29.963430819970647,A,Z,AZ,19646.08,67.0,79.0,99.0,112.0,128.0,157.0,154.0,173.0,208.0,193.0,215.0,256.0
22381,87.51612903225806,58.00576441297368,A,Y,AY,19634.24,162.0,183.0,223.0,280.0,310.0,366.0,391.0,428.0,497.0,499.0,541.0,620.0
21174,84.11827956989248,100.9007692577499,A,Y,AY,19619.42,213.0,251.0,319.0,351.0,404.0,501.0,476.0,541.0,660.0,595.0,669.0,807.0
22558,126.10752688172043,60.9137624358315,A,Y,AY,19539.59,204.0,227.0,268.0,362.0,394.0,453.0,513.0,552.0,624.0,660.0,705.0,788.0
22169,19.419354838709676,20.3342212984002,A,Y,AY,19533.1,45.0,53.0,67.0,76.0,86.0,106.0,103.0,116.0,140.0,130.0,145.0,172.0
22561,102.66666666666667,36.2777655910885,A,Y,AY,19532.52,149.0,163.0,187.0,271.0,290.0,325.0,388.0,412.0,454.0,504.0,530.0,580.0
21340,16.677419354838708,10.148090598189448,A,Y,AY,19337.48,30.0,33.0,40.0,52.0,57.0,67.0,73.0,79.0,91.0,93.0,100.0,114.0
22427,31.43010752688172,33.95607876099015,A,Y,AY,19326.83,75.0,87.0,111.0,124.0,142.0,175.0,170.0,191.0,231.0,213.0,238.0,284.0
22952,232.41935483870967,399.9712149787486,A,Z,AZ,19274.7,744.0,892.0,1164.0,1189.0,1398.0,1783.0,1584.0,1840.0,2311.0,1954.0,2250.0,2794.0
21908,89.73118279569893,70.80089543588734,A,Y,AY,19180.58,180.0,207.0,255.0,308.0,345.0,413.0,426.0,472.0,555.0,540.0,593.0,689.0
22061,20.258064516129032,20.121825059516134,A,Y,AY,19161.17,46.0,53.0,67.0,77.0,87.0,107.0,105.0,118.0,142.0,133.0,147.0,175.0
84949,107.64516129032258,113.29396872318915,A,Y,AY,19104.9,253.0,295.0,372.0,420.0,480.0,589.0,574.0,647.0,780.0,721.0,804.0,959.0
71053,47.97849462365591,23.99908486925701,A,Y,AY,18970.52,79.0,88.0,104.0,139.0,152.0,175.0,197.0,213.0,241.0,253.0,271.0,304.0
84947,132.32258064516128,169.16148010647973,A,Y,AY,18911.67,349.0,411.0,526.0,571.0,659.0,822.0,772.0,880.0,1080.0,962.0,1088.0,1318.0
47591D,89.64516129032258,75.92363719672504,A,Y,AY,18730.32,187.0,215.0,267.0,317.0,356.0,429.0,437.0,486.0,575.0,553.0,609.0,712.0
22555,105.04301075268818,43.87153606011797,A,Y,AY,18718.27,161.0,177.0,207.0,290.0,312.0,355.0,412.0,441.0,492.0,532.0,565.0,625.0
21035,57.59139784946237,48.856889374214774,A,Y,AY,18681.38,120.0,138.0,171.0,204.0,229.0,276.0,281.0,312.0,370.0,355.0,392.0,458.0
22041,66.20430107526882,55.568235095635146,A,Y,AY,18650.87,137.0,158.0,196.0,233.0,262.0,316.0,322.0,357.0,423.0,407.0,448.0,524.0
21121,147.81720430107526,86.74749117344639,A,Y,AY,18488.95,259.0,291.0,350.0,453.0,498.0,581.0,636.0,691.0,794.0,813.0,878.0,996.0
22847,9.290322580645162,14.691874475865761,A,Y,AY,18352.74,28.0,34.0,44.0,45.0,53.0,67.0,60.0,70.0,87.0,75.0,86.0,106.0
21484,39.31182795698925,56.507229897577346,A,Z,AZ,18320.89,112.0,133.0,171.0,181.0,210.0,265.0,243.0,279.0,346.0,302.0,344.0,421.0
21430,43.97849462365591,37.14824568788838,A,Y,AY,18082.47,92.0,105.0,131.0,155.0,175.0,210.0,214.0,238.0,282.0,271.0,299.0,349.0
22505,36.72043010752688,15.955041405881314,A,Y,AY,18074.23,57.0,63.0,74.0,102.0,111.0,126.0,146.0,156.0,175.0,188.0,200.0,221.0
22147,108.33333333333333,220.47779702695487,A,Y,AY,17951.58,391.0,472.0,622.0,616.0,731.0,943.0,814.0,955.0,1215.0,998.0,1161.0,1461.0
22560,120.94623655913979,166.37771127992872,A,Y,AY,17904.21,334.0,395.0,509.0,543.0,630.0,790.0,732.0,838.0,1034.0,910.0,1033.0,1259.0
22352,68.18279569892474,33.11910527846955,A,X,AX,17879.16,111.0,123.0,145.0,196.0,214.0,245.0,278.0,299.0,338.0,358.0,382.0,427.0
22297,139.21505376344086,37.80410556622876,A,Y,AY,17840.12,188.0,202.0,227.0,347.0,367.0,403.0,501.0,526.0,570.0,654.0,682.0,733.0
84945,186.68817204301075,193.8632613103212,A,Y,AY,17767.96,435.0,507.0,638.0,724.0,826.0,1012.0,990.0,1114.0,1342.0,1243.0,1387.0,1650.0
84970L,176.74193548387098,66.56200488329156,A,X,AX,17736.68,262.0,287.0,332.0,474.0,509.0,573.0,678.0,720.0,799.0,877.0,927.0,1017.0
21914,100.61290322580645,135.57004124757447,A,Y,AY,17729.11,274.0,324.0,416.0,447.0,518.0,648.0,602.0,689.0,849.0,750.0,850.0,1034.0
22633,53.516129032258064,180.14125872778965,A,Z,AZ,17656.47,284.0,351.0,473.0,433.0,527.0,701.0,560.0,675.0,888.0,675.0,809.0,1054.0
22776,15.483870967741936,9.99666891213022,A,Y,AY,17540.41,28.0,32.0,39.0,49.0,54.0,64.0,69.0,75.0,87.0,88.0,95.0,109.0
21136,96.10752688172043,43.667489100905144,A,Y,AY,17502.15,152.0,168.0,198.0,271.0,294.0,336.0,385.0,413.0,465.0,496.0,529.0,588.0
20718,129.98924731182797,50.38004096140384,A,X,AX,17467.35,194.0,213.0,247.0,351.0,378.0,426.0,502.0,534.0,593.0,649.0,686.0,755.0
22557,95.24731182795699,39.100629558886375,A,Y,AY,17437.6,145.0,160.0,186.0,261.0,282.0,319.0,372.0,397.0,444.0,481.0,510.0,563.0
84992,343.78494623655916,133.37888824553218,A,Y,AY,17404.8,515.0,564.0,655.0,929.0,999.0,1127.0,1327.0,1413.0,1570.0,1717.0,1815.0,1997.0
22366,23.150537634408604,22.88754844043158,A,Z,AZ,17264.77,52.0,61.0,76.0,88.0,100.0,122.0,120.0,135.0,162.0,151.0,168.0,199.0
21889,104.2258064516129,103.17100397625549,A,Y,AY,17119.41,236.0,274.0,345.0,395.0,449.0,548.0,541.0,608.0,729.0,681.0,757.0,898.0
23240,25.344086021505376,32.22042474796557,A,Z,AZ,17037.52,67.0,79.0,100.0,109.0,126.0,157.0,147.0,168.0,206.0,184.0,208.0,252.0
21156,84.56989247311827,69.64322619991214,A,Y,AY,17017.88,174.0,199.0,247.0,295.0,332.0,399.0,408.0,453.0,535.0,517.0,568.0,663.0
22654,23.172043010752688,19.83668197153635,A,Y,AY,17001.02,49.0,56.0,69.0,82.0,93.0,112.0,113.0,126.0,150.0,143.0,158.0,185.0
21535,66.39784946236558,32.574319137661504,A,Y,AY,16921.15,108.0,120.0,142.0,192.0,209.0,240.0,271.0,292.0,331.0,349.0,373.0,417.0
22652,95.93548387096774,124.78619559996355,A,Y,AY,16822.1,256.0,302.0,387.0,418.0,483.0,603.0,564.0,644.0,791.0,703.0,796.0,965.0
21533,34.053763440860216,18.968574456198496,A,X,AX,16793.07,58.0,65.0,78.0,102.0,112.0,131.0,144.0,156.0,179.0,185.0,199.0,225.0
21164,61.58064516129032,18.607232788534485,A,Y,AY,16679.510000000002,85.0,92.0,105.0,157.0,167.0,184.0,226.0,238.0,260.0,294.0,308.0,333.0
72760B,17.602150537634408,2.8281087601107986,A,Y,AY,16634.41,21.0,22.0,24.0,40.0,42.0,45.0,59.0,61.0,64.0,78.0,80.0,84.0
22993,90.72043010752688,98.9653119498644,A,Y,AY,16507.23,217.0,254.0,321.0,361.0,412.0,508.0,492.0,555.0,672.0,616.0,689.0,824.0
22837,37.97849462365591,0.7060401505101687,A,Z,AZ,16487.73,39.0,39.0,40.0,77.0,78.0,78.0,116.0,116.0,117.0,154.0,154.0,155.0
22487,15.56989247311828,6.891621403366033,A,Y,AY,16393.6,24.0,27.0,32.0,44.0,47.0,54.0,62.0,66.0,75.0,80.0,85.0,94.0
21155,64.94623655913979,21.501249964250782,A,Y,AY,16360.79,92.0,100.0,115.0,169.0,180.0,201.0,243.0,256.0,282.0,315.0,331.0,360.0
23301,36.483870967741936,306.3081912421002,A,Z,AZ,16357.05,429.0,542.0,750.0,627.0,788.0,1082.0,789.0,985.0,1346.0,930.0,1157.0,1573.0
22191,17.698924731182796,16.24724776246763,A,Z,AZ,16284.05,38.0,45.0,56.0,65.0,73.0,89.0,89.0,100.0,119.0,112.0,124.0,147.0
22662,92.73118279569893,75.8295565775661,A,Y,AY,16266.41,190.0,218.0,269.0,323.0,362.0,435.0,446.0,495.0,584.0,565.0,621.0,724.0
35004C,32.96774193548387,0.00017303089463626442,A,Z,AZ,16239.9,33.0,33.0,33.0,66.0,66.0,66.0,99.0,99.0,99.0,132.0,132.0,132.0
22296,100.39784946236558,39.76417592749771,A,Y,AY,16220.61,151.0,166.0,193.0,273.0,294.0,332.0,389.0,415.0,462.0,503.0,533.0,587.0
22193,14.129032258064516,22.713198401243567,A,Y,AY,16177.48,43.0,52.0,67.0,69.0,81.0,103.0,93.0,107.0,134.0,115.0,131.0,162.0
22634,15.720430107526882,8.022745671481632,A,Y,AY,16036.1,26.0,29.0,34.0,46.0,50.0,58.0,65.0,70.0,80.0,83.0,89.0,100.0
21877,136.7311827956989,113.659772047535,A,Y,AY,15996.8,282.0,324.0,402.0,479.0,539.0,648.0,662.0,735.0,869.0,838.0,922.0,1077.0
22692,16.838709677419356,32.17831334813469,A,Z,AZ,15982.45,58.0,70.0,92.0,92.0,109.0,140.0,122.0,142.0,180.0,150.0,174.0,217.0
22759,72.61290322580645,146.1571851138266,A,Y,AY,15892.96,260.0,314.0,413.0,410.0,486.0,627.0,542.0,636.0,808.0,665.0,773.0,972.0
22690,22.56989247311828,25.054593467598412,A,Z,AZ,15859.74,55.0,64.0,81.0,90.0,104.0,128.0,123.0,139.0,169.0,154.0,173.0,207.0
22635,15.946236559139784,6.753082259013929,A,Y,AY,15834.81,25.0,27.0,32.0,44.0,48.0,54.0,63.0,67.0,75.0,81.0,86.0,95.0
22367,71.54838709677419,50.40052858531416,A,X,AX,15811.82,136.0,155.0,189.0,234.0,261.0,309.0,326.0,359.0,418.0,415.0,453.0,521.0
84375,66.84946236559139,62.157188574361726,A,Y,AY,15794.28,146.0,169.0,212.0,246.0,279.0,339.0,338.0,378.0,451.0,427.0,473.0,557.0
22170,21.602150537634408,23.68246646103325,A,Y,AY,15753.27,52.0,61.0,77.0,86.0,98.0,121.0,117.0,132.0,160.0,147.0,165.0,197.0
22619,31.677419354838708,46.93966528172429,A,Y,AY,15668.84,92.0,109.0,141.0,148.0,173.0,218.0,199.0,229.0,284.0,247.0,282.0,345.0
22333,96.05376344086021,55.08932678665484,A,Y,AY,15651.2,167.0,187.0,224.0,292.0,321.0,374.0,410.0,446.0,510.0,525.0,566.0,641.0
85232B,33.225806451612904,1.881919647178648,A,Z,AZ,15606.8,36.0,36.0,38.0,70.0,71.0,73.0,104.0,105.0,107.0,138.0,139.0,142.0
21891,98.17204301075269,171.73282793828665,A,Y,AY,15586.4,318.0,382.0,498.0,507.0,597.0,762.0,675.0,785.0,988.0,832.0,959.0,1193.0
22173,46.98924731182796,23.759951916314225,A,Y,AY,15426.65,77.0,86.0,102.0,137.0,149.0,172.0,194.0,209.0,237.0,249.0,266.0,299.0
22749,28.838709677419356,60.44316629726224,A,Y,AY,15425.6,106.0,129.0,170.0,167.0,199.0,257.0,221.0,259.0,330.0,270.0,315.0,397.0
84378,100.08602150537635,131.81046022635726,A,Y,AY,15417.19,269.0,318.0,407.0,439.0,508.0,635.0,592.0,677.0,832.0,738.0,835.0,1015.0
21844,52.53763440860215,34.01173228584806,A,Y,AY,15367.79,96.0,109.0,132.0,167.0,184.0,217.0,233.0,255.0,295.0,297.0,322.0,369.0
22940,25.849462365591396,36.71453624006198,A,Z,AZ,15363.56,73.0,86.0,111.0,118.0,137.0,173.0,159.0,182.0,226.0,197.0,225.0,274.0
21094,195.5268817204301,103.82633013500441,A,Y,AY,15334.88,328.0,367.0,437.0,579.0,633.0,733.0,817.0,883.0,1006.0,1048.0,1125.0,1266.0
22365,20.118279569892472,29.693205549488347,A,Z,AZ,15304.79,58.0,69.0,89.0,94.0,110.0,138.0,126.0,145.0,180.0,156.0,178.0,219.0
22909,114.66666666666667,297.7024087259469,A,Z,AZ,15294.52,496.0,606.0,808.0,768.0,924.0,1210.0,1004.0,1195.0,1545.0,1221.0,1441.0,1846.0
21975,308.0752688172043,180.50018830018513,A,Y,AY,15288.32,539.0,606.0,729.0,943.0,1037.0,1211.0,1324.0,1440.0,1653.0,1694.0,1828.0,2073.0
21165,89.95698924731182,57.89995939514905,A,Y,AY,15175.83,164.0,185.0,225.0,285.0,315.0,371.0,398.0,435.0,504.0,508.0,551.0,630.0
35970,43.29032258064516,220.69368330060948,A,Z,AZ,15152.01,326.0,407.0,558.0,486.0,602.0,814.0,619.0,761.0,1021.0,738.0,901.0,1202.0
82582,64.26881720430107,72.93796564926501,A,Y,AY,15146.68,158.0,185.0,234.0,261.0,299.0,369.0,355.0,401.0,487.0,444.0,498.0,597.0
22946,7.56989247311828,14.61430743607884,A,Z,AZ,15094.47,26.0,32.0,42.0,42.0,49.0,63.0,55.0,64.0,82.0,68.0,79.0,98.0
21122,121.74193548387096,55.590612350065264,A,Y,AY,15017.28,193.0,213.0,251.0,344.0,373.0,427.0,488.0,524.0,590.0,629.0,670.0,746.0
22606,11.333333333333334,3.714274112130352,A,Z,AZ,14977.64,16.0,17.0,20.0,29.0,31.0,35.0,42.0,45.0,49.0,55.0,58.0,63.0
22730,26.129032258064516,44.66904904470531,A,Y,AY,14886.02,83.0,100.0,130.0,133.0,156.0,199.0,177.0,206.0,259.0,219.0,252.0,313.0
21770,26.419354838709676,18.992541653840185,A,Z,AZ,14832.05,51.0,58.0,71.0,87.0,97.0,115.0,121.0,134.0,156.0,154.0,168.0,194.0
17003,696.4193548387096,348.5535593136905,A,Z,AZ,14776.86,1143.0,1272.0,1509.0,2024.0,2206.0,2541.0,2862.0,3085.0,3496.0,3678.0,3936.0,4410.0
21912,32.956989247311824,28.234076810359934,A,Y,AY,14685.08,69.0,80.0,99.0,117.0,132.0,159.0,161.0,180.0,213.0,204.0,225.0,263.0
