StockCode,week,units,revenue,orders
21833,2011-05-30,72,121.67999999999999,2
21833,2011-06-06,30,50.7,3
21833,2011-06-13,24,40.56,2
21833,2011-06-20,14,23.66,2
21833,2011-06-27,160,241.6,3
21833,2011-07-04,1,1.69,1
21833,2011-07-25,12,20.28,1
21833,2011-08-01,144,214.56,1
21833,2011-08-08,6,10.14,1
21833,2011-08-15,30,50.7,2
21833,2011-08-22,12,20.28,1
21833,2011-08-29,12,20.28,1
21833,2011-09-05,318,501.41999999999996,5
21833,2011-09-12,31,52.39,4
21833,2011-09-19,47,79.43,5
21833,2011-09-26,60,101.4,4
21833,2011-10-03,18,30.42,2
21833,2011-10-10,224,352.96000000000004,9
21833,2011-10-17,122,209.38,3
21833,2011-10-24,14,26.86,3
21833,2011-10-31,14,26.86,3
21833,2011-11-07,58,112.42,10
21833,2011-11-14,172,301.88,16
21833,2011-11-21,102,181.98,9
21833,2011-11-28,57,109.13000000000001,10
21833,2011-12-05,60,111.0,7
21836,2009-12-07,17,67.78,4
21836,2009-12-14,19,75.28,8
21836,2009-12-21,3,15.280000000000001,2
21836,2010-01-04,4,15.0,1
21836,2010-01-11,18,67.5,5
21836,2010-01-18,5,22.62,2
21836,2010-01-25,7,30.12,3
21836,2010-02-01,7,30.12,2
21836,2010-02-15,1,3.75,1
21836,2010-02-22,9,37.620000000000005,3
21836,2010-03-01,4,22.740000000000002,3
21836,2010-03-08,7,30.12,4
21836,2010-03-15,2,7.5,1
21836,2010-03-29,5,22.62,4
21836,2010-04-05,3,11.25,2
21836,2010-05-03,2,7.5,1
21836,2010-05-10,10,37.5,2
21836,2010-05-31,4,15.0,1
21836,2010-06-07,7,26.25,4
21836,2010-06-14,1,3.75,1
21836,2010-06-21,3,15.120000000000001,2
21836,2010-06-28,14,52.5,4
21836,2010-07-05,3,11.25,2
21836,2010-07-19,2,7.5,1
21836,2010-08-16,1,3.75,1
21836,2010-09-06,4,15.0,1
21836,2010-09-13,14,52.5,1
21836,2010-09-27,6,22.5,2
21836,2010-10-04,12,48.87,5
21836,2010-10-11,2,7.5,1
21836,2010-10-18,5,26.490000000000002,3
21836,2010-10-25,3,15.120000000000001,3
21836,2010-11-01,4,15.0,3
21836,2010-11-08,8,30.0,3
21836,2010-11-15,11,41.25,4
21836,2010-11-22,12,45.0,5
21836,2010-11-29,7,26.25,3
21836,2010-12-06,2,15.24,1
21836,2011-01-17,2,7.5,1
21837,2009-11-30,26,163.49,9
21837,2009-12-07,9,53.550000000000004,4
21837,2009-12-14,14,100.88000000000001,5
21837,2009-12-21,5,29.75,3
21837,2010-01-04,3,17.85,1
21837,2010-01-11,13,128.54,7
21837,2010-01-18,11,90.89,7
21837,2010-01-25,6,61.14,5
21837,2010-02-01,14,91.78,4
21837,2010-02-08,17,101.15,4
21837,2010-02-15,15,97.73,5
21837,2010-02-22,35,225.21,8
21837,2010-03-01,5,29.75,3
21837,2010-03-08,11,65.45,3
21837,2010-03-15,19,113.05000000000001,8
21837,2010-03-22,7,41.65,2
21837,2010-03-29,7,50.13,3
21837,2010-04-05,4,23.8,1
21837,2010-04-12,2,11.9,1
21837,2010-04-26,7,41.650000000000006,2
21837,2010-05-03,13,77.35000000000001,5
21837,2010-05-17,2,11.9,1
21838,2009-11-30,1,5.45,1
21839,2009-11-30,16,87.2,7
21839,2009-12-07,4,21.8,3
21839,2009-12-14,6,32.7,2
21839,2010-01-04,1,5.45,1
21839,2010-01-11,5,27.25,2
21839,2010-01-18,3,16.35,1
21839,2010-01-25,6,32.7,3
21839,2010-02-01,4,21.8,2
21839,2010-03-01,4,21.8,3
21839,2010-03-08,8,43.6,4
21839,2010-03-15,11,58.45,4
21839,2010-03-22,5,27.25,3
21839,2010-03-29,7,36.650000000000006,3
21839,2010-04-05,2,10.9,1
21839,2010-04-12,1,5.45,1
21839,2010-04-19,3,16.35,2
21839,2010-04-26,37,183.65,2
21839,2010-05-03,7,38.150000000000006,3
21839,2010-05-24,8,43.6,4
21839,2010-05-31,2,10.9,2
21839,2010-06-07,4,21.8,2
21839,2010-06-14,3,16.35,1
21839,2010-06-21,1,5.45,1
21839,2010-07-05,9,60.19,3
21839,2010-07-12,10,54.5,4
21839,2010-07-19,1,5.45,1
21839,2010-07-26,2,10.9,1
21839,2010-08-02,1,5.45,1
21839,2010-08-09,5,27.25,2
21839,2010-08-16,6,32.7,3
21839,2010-08-23,7,38.150000000000006,2
21839,2010-08-30,2,10.9,1
21839,2010-09-06,4,21.8,2
21839,2010-09-13,2,10.9,2
21839,2010-10-11,3,16.35,1
21839,2010-10-18,2,10.9,1
21839,2010-11-01,1,5.45,1
21839,2011-03-21,1,5.45,1
21841,2009-11-30,54,215.9,8
21841,2009-12-07,6,25.5,3
21841,2009-12-14,15,63.75,4
21841,2009-12-21,1,4.25,1
21841,2010-01-04,4,17.0,2
21841,2010-01-11,3,12.75,1
21841,2010-01-25,5,21.25,2
21841,2010-02-01,4,21.22,3
21841,2010-02-15,5,21.25,2
21841,2010-03-01,1,4.25,1
21841,2010-03-08,6,25.5,3
21841,2010-03-15,17,70.75,5
21841,2010-03-22,8,34.0,4
21841,2010-03-29,10,41.0,4
21841,2010-04-05,9,38.25,2
21841,2010-04-19,8,32.5,4
21841,2010-04-26,7,29.75,3
21841,2010-05-03,2,8.5,1
21841,2010-05-17,3,12.75,1
21841,2010-05-24,5,21.25,2
21841,2010-06-07,4,17.0,2
21841,2010-07-05,1,8.47,1
21841,2010-07-12,8,34.0,3
21841,2010-07-19,2,8.5,1
21841,2010-08-02,2,8.5,1
21841,2010-08-09,16,68.0,3
21841,2010-08-16,8,34.0,3
21841,2010-08-23,1,4.25,1
21841,2010-08-30,3,12.75,1
21841,2010-09-06,8,34.0,3
21841,2010-09-13,4,17.0,2
21841,2010-09-20,16,68.0,2
21841,2010-09-27,10,42.5,3
21841,2010-10-04,15,63.75,3
21841,2010-10-11,28,123.22,6
21841,2010-10-18,13,55.25,5
21841,2010-10-25,7,29.75,2
21841,2010-11-01,6,25.5,2
21841,2010-11-08,7,29.75,2
21841,2010-11-15,13,67.91,6
21841,2010-11-22,20,78.0,2
21841,2010-11-29,2,8.5,1
21841,2011-03-07,1,4.25,1
21841,2011-06-20,2,8.5,1
21841,2011-07-11,2,8.5,1
21841,2011-08-29,3,12.75,2
21841,2011-09-12,4,17.0,1
21841,2011-09-26,6,25.5,1
21841,2011-10-03,2,8.5,1
21841,2011-10-10,4,17.0,1
21841,2011-10-17,5,21.25,2
21841,2011-10-31,30,127.5,2
21841,2011-11-07,3,12.75,2
21841,2011-11-14,11,46.75,5
21841,2011-11-28,1,4.25,1
21842,2009-11-30,117,281.99,6
21842,2009-12-07,45,122.60999999999999,12
21842,2009-12-14,144,327.44,11
21842,2009-12-21,10,30.74,3
21842,2010-01-04,84,214.2,7
21842,2010-01-11,137,293.55,4
21842,2010-01-18,6,15.299999999999999,1
21842,2010-01-25,1,5.06,1
21842,2010-02-15,3,7.6499999999999995,1
21842,2010-03-01,4,10.2,1
21843,2009-11-30,64,776.05,28
21843,2009-12-07,157,1698.3999999999999,27
21843,2009-12-14,201,2266.2,37
21843,2009-12-21,7,119.64999999999999,7
21843,2010-01-04,263,2831.85,19
21843,2010-01-11,26,305.72999999999996,15
21843,2010-01-18,73,761.63,14
21843,2010-01-25,56,654.3199999999999,25
21843,2010-02-01,106,1092.98,17
21843,2010-02-08,24,262.79999999999995,13
21843,2010-02-15,59,652.89,17
21843,2010-02-22,149,1566.3899999999999,26
21843,2010-03-01,36,394.2,15
21843,2010-03-08,51,575.5699999999999,15
21843,2010-03-15,79,847.3299999999999,18
21843,2010-03-22,88,946.4399999999999,24
21843,2010-03-29,34,382.5799999999999,13
21843,2010-04-05,156,1598.48,15
21843,2010-04-12,42,459.8999999999999,15
21843,2010-04-19,43,511.96999999999997,21
21843,2010-04-26,92,1003.9599999999999,28
21843,2010-05-03,105,1108.03,26
21843,2010-05-10,64,673.3599999999999,11
21843,2010-05-17,52,568.06,22
21843,2010-05-24,97,1073.84,28
21843,2010-05-31,75,843.0,16
21843,2010-06-07,304,2573.12,22
21843,2010-06-14,71,750.01,14
21843,2010-06-21,59,718.01,24
21843,2010-06-28,55,598.81,16
21843,2010-07-05,20,260.12,13
21843,2010-07-12,55,588.53,20
21843,2010-07-19,89,960.8299999999999,20
21843,2010-07-26,168,1431.08,27
21843,2010-08-02,109,1131.83,21
21843,2010-08-09,42,435.9,12
21843,2010-08-16,41,424.95,11
21843,2010-08-23,148,1201.8,13
21843,2010-08-30,74,815.93,21
21843,2010-09-06,41,460.99999999999994,20
21843,2010-09-13,39,437.3299999999999,11
21843,2010-09-20,29,379.22999999999996,17
21843,2010-09-27,62,699.4599999999999,23
21843,2010-10-04,50,544.06,15
21843,2010-10-11,90,1000.8999999999999,19
21843,2010-10-18,125,1295.03,23
21843,2010-10-25,18,227.94,12
21843,2010-11-01,82,939.02,29
21843,2010-11-08,44,562.3199999999999,21
21843,2010-11-15,75,831.5299999999999,25
21843,2010-11-22,41,448.94999999999993,20
21843,2010-11-29,45,492.74999999999994,22
21843,2010-12-06,106,1112.6999999999998,24
21843,2010-12-13,51,558.4499999999999,17
21843,2010-12-20,10,109.49999999999999,3
21843,2011-01-03,24,262.79999999999995,8
21843,2011-01-10,25,293.87,9
21843,2011-01-17,22,256.58,9
21843,2011-01-24,28,336.11999999999995,15
21843,2011-01-31,15,174.08999999999997,10
21843,2011-02-07,41,444.63,12
21843,2011-02-14,13,162.03,7
21843,2011-02-21,42,485.09999999999997,12
21843,2011-02-28,38,435.78,16
21843,2011-03-07,13,152.19,7
21843,2011-03-14,35,471.80999999999995,17
21843,2011-03-21,31,378.81,15
21843,2011-03-28,74,771.1399999999999,15
21843,2011-04-04,21,229.94999999999996,10
21843,2011-04-11,25,303.27,12
21843,2011-04-18,14,153.29999999999998,10
21843,2011-04-25,9,128.07,7
21843,2011-05-02,23,251.84999999999997,9
21843,2011-05-09,27,344.84999999999997,12
21843,2011-05-16,48,545.28,16
21843,2011-05-23,15,174.08999999999997,10
21843,2011-05-30,23,281.37,11
21843,2011-06-06,8,117.11999999999999,7
21843,2011-06-13,46,499.38,11
21843,2011-06-20,17,195.98999999999998,8
21843,2011-06-27,16,185.04,8
21843,2011-07-04,8,107.28,4
21843,2011-07-11,7,106.16999999999999,6
21843,2011-07-18,15,174.08999999999997,8
21843,2011-07-25,225,2457.75,5
21843,2011-08-01,42,439.73999999999995,9
21843,2011-08-08,32,375.59999999999997,5
21843,2011-08-15,43,450.68999999999994,8
21843,2011-08-22,18,200.94,7
21843,2011-08-29,17,205.82999999999998,9
21843,2011-09-05,5,54.75,5
21843,2011-09-12,29,313.22999999999996,5
21843,2011-09-19,40,360.05999999999995,13
21843,2011-09-26,10,109.5,4
21843,2011-10-03,32,326.4,6
21843,2011-10-10,33,400.71,10
21843,2011-10-17,17,215.67,7
21843,2011-10-24,16,204.72,9
21843,2011-10-31,48,511.43999999999994,11
21843,2011-11-07,56,628.56,10
21843,2011-11-14,139,624.33,6
21843,2011-11-21,182,1469.7,17
21843,2011-11-28,43,598.77,18
21843,2011-12-05,63,852.81,15
21844,2009-11-30,62,207.62,10
21844,2009-12-07,54,184.02000000000004,9
21844,2009-12-14,96,287.34000000000003,13
21844,2009-12-21,13,38.35000000000001,3
21844,2010-01-04,74,203.9,7
21844,2010-01-11,32,119.12,5
21844,2010-01-18,116,316.36,9
21844,2010-01-25,24,70.80000000000001,4
21844,2010-02-01,53,156.75,6
21844,2010-02-08,64,186.24,7
21844,2010-02-15,186,525.82,14
21844,2010-02-22,202,538.3,9
21844,2010-03-01,58,182.94000000000003,8
21844,2010-03-08,96,274.72,12
21844,2010-03-15,116,335.96000000000004,11
21844,2010-03-22,93,318.75000000000006,14
21844,2010-03-29,28,88.52000000000001,5
21844,2010-04-05,7,20.650000000000002,2
21844,2010-04-12,38,112.10000000000002,7
21844,2010-04-19,158,414.41999999999996,6
21844,2010-04-26,158,422.9,8
21844,2010-05-03,99,281.73,11
21844,2010-05-10,29,100.35000000000001,4
21844,2010-05-17,48,151.04000000000002,9
21844,2010-05-24,20,64.92000000000002,4
21844,2010-05-31,38,112.10000000000002,6
21844,2010-06-07,83,219.01,5
21844,2010-06-14,58,156.7,5
21844,2010-06-21,49,147.51000000000002,7
21844,2010-06-28,120,310.79999999999995,4
21844,2010-07-05,4,23.64,2
21844,2010-07-12,30,88.50000000000001,5
21844,2010-07-19,24,88.56,4
21844,2010-07-26,74,203.9,7
21844,2010-08-02,54,144.9,4
21844,2010-08-09,32,94.4,6
21844,2010-08-16,61,168.51,4
21844,2010-08-23,84,219.0,4
21844,2010-08-30,30,88.50000000000001,3
21844,2010-09-06,43,126.85000000000002,6
21844,2010-09-13,72,212.40000000000003,5
21844,2010-09-20,84,219.0,2
21844,2010-09-27,37,129.87,4
21844,2010-10-04,74,203.9,7
21844,2010-10-11,68,195.8,7
21844,2010-10-18,154,422.94,6
21844,2010-10-25,70,192.10000000000002,6
21844,2010-11-01,66,194.70000000000005,8
21844,2010-11-08,54,173.38,6
21844,2010-11-15,72,202.8,7
21844,2010-11-22,54,177.06000000000003,7
21844,2010-11-29,58,194.78000000000003,11
21844,2010-12-06,27,82.61000000000001,5
21844,2010-12-13,165,438.03,6
21844,2010-12-20,1,2.95,1
21844,2011-01-03,14,47.220000000000006,3
21844,2011-01-10,37,109.15000000000002,5
21844,2011-01-17,35,108.93000000000002,7
21844,2011-01-24,17,55.830000000000005,4
21844,2011-01-31,97,257.35,5
21844,2011-02-07,4,11.8,1
21844,2011-02-14,6,17.700000000000003,1
21844,2011-02-21,37,111.99000000000001,6
21844,2011-02-28,16,52.88000000000001,4
21844,2011-03-07,20,59.00000000000001,4
21844,2011-03-14,48,127.2,3
21844,2011-03-21,14,41.300000000000004,2
21844,2011-03-28,61,168.39000000000001,5
21844,2011-04-04,8,23.6,2
21844,2011-04-11,84,219.0,3
21844,2011-04-18,12,35.400000000000006,2
21844,2011-04-25,24,70.80000000000001,4
21844,2011-05-02,46,135.70000000000002,5
21844,2011-05-09,30,88.50000000000001,4
21844,2011-05-16,6,17.700000000000003,1
21844,2011-05-23,31,94.29000000000002,5
21844,2011-05-30,26,82.38000000000001,2
21844,2011-06-06,2,5.9,1
21844,2011-06-13,12,35.400000000000006,2
21844,2011-06-27,36,106.2,1
21844,2011-07-04,2,11.58,2
21844,2011-07-11,12,35.400000000000006,1
21844,2011-07-18,218,556.7,3
21844,2011-07-25,32,95.28,4
21844,2011-08-01,62,174.18,6
21844,2011-08-08,6,17.700000000000003,1
21844,2011-08-15,36,101.4,3
21844,2011-08-22,17,45.349999999999994,2
21844,2011-09-05,14,41.300000000000004,2
21844,2011-09-12,13,38.35000000000001,3
21844,2011-09-19,6,17.700000000000003,1
21844,2011-09-26,36,106.2,1
21844,2011-10-03,265,680.9499999999998,3
21844,2011-10-10,42,109.5,2
21844,2011-10-24,12,35.400000000000006,2
21844,2011-10-31,43,129.69000000000003,4
21844,2011-11-07,31,91.45,4
21844,2011-11-14,14,44.14000000000001,4
21844,2011-11-21,36,101.4,5
21844,2011-11-28,1,5.79,1
21844,2011-12-05,2,5.9,1
21845,2009-12-07,8,29.78,2
21845,2009-12-14,8,23.6,2
21845,2009-12-21,1,2.95,1
21845,2010-01-11,1,5.91,1
21845,2010-01-18,1,2.95,1
21845,2010-01-25,6,17.700000000000003,1
21845,2010-02-01,2,11.82,1
21845,2010-02-08,20,59.00000000000001,4
21845,2010-02-15,68,186.20000000000002,6
21845,2010-02-22,54,144.9,3
21845,2010-03-01,12,35.400000000000006,2
21845,2010-03-08,20,76.76,3
21845,2010-03-15,12,47.24,4
21845,2010-03-22,6,17.700000000000003,1
21845,2010-04-05,7,23.610000000000003,2
21845,2010-04-12,21,61.95000000000001,4
21845,2010-04-26,6,17.700000000000003,1
21845,2010-05-03,2,5.9,1
21845,2010-05-10,15,44.25000000000001,2
21845,2010-05-17,24,70.80000000000001,3
21845,2010-05-24,1,2.95,1
21845,2010-05-31,6,17.700000000000003,1
21845,2010-06-07,6,17.700000000000003,1
21845,2010-06-14,6,17.700000000000003,1
21845,2010-06-28,1,2.95,1
21845,2010-07-05,25,73.75,3
21845,2010-07-12,6,17.700000000000003,1
21845,2010-07-19,12,35.400000000000006,1
21845,2010-07-26,12,35.400000000000006,1
21845,2010-08-09,6,17.700000000000003,1
21845,2010-08-16,8,23.6,1
21845,2010-08-23,60,162.6,3
21845,2010-09-06,70,413.7,1
21845,2010-09-20,4,23.64,1
21845,2010-09-27,18,53.10000000000001,2
21845,2010-10-04,42,121.34,3
21845,2010-11-01,2,8.86,2
21845,2010-11-08,6,17.700000000000003,1
21845,2010-11-15,7,20.650000000000002,2
21845,2010-11-29,29,85.55000000000001,4
21845,2010-12-06,16,47.2,2
21845,2010-12-13,6,17.700000000000003,1
21845,2011-01-03,6,17.700000000000003,1
21845,2011-01-10,12,35.400000000000006,2
21845,2011-01-17,36,91.8,1
21845,2011-02-07,6,17.700000000000003,1
21845,2011-02-28,6,17.700000000000003,1
21845,2011-03-21,6,17.700000000000003,1
21845,2011-03-28,6,17.700000000000003,1
21845,2011-04-04,128,101.12,7
21845,2011-04-11,42,33.18,2
21845,2011-04-18,180,142.20000000000002,4
21845,2011-04-25,115,90.85000000000001,4
21845,2011-05-02,72,56.88,2
21845,2011-05-09,36,28.44,1
21845,2011-05-16,78,61.620000000000005,3
21845,2011-05-23,42,33.18,2
21845,2011-05-30,132,104.28,6
21845,2011-06-06,72,56.88,2
21845,2011-06-13,48,37.92,2
21845,2011-06-20,24,18.96,2
21845,2011-07-04,36,28.44,1
21845,2011-07-11,6,4.74,1
21845,2011-07-18,12,9.48,1
21845,2011-07-25,192,151.68,6
21845,2011-08-01,36,28.44,1
21845,2011-08-15,48,37.92,1
21845,2011-08-22,118,93.22,4
21845,2011-09-05,42,33.18,2
21845,2011-09-12,60,47.400000000000006,5
21845,2011-09-19,36,28.44,1
21845,2011-09-26,42,33.18,2
21845,2011-10-03,12,9.48,2
21845,2011-10-10,6,4.74,1
21845,2011-10-17,78,61.620000000000005,2
21845,2011-10-31,36,28.44,1
21845,2011-11-14,36,28.44,1
21845,2011-11-28,36,28.44,1
21846,2009-11-30,8,35.7,4
21846,2009-12-07,111,192.95,10
21846,2009-12-14,312,448.8,17
21846,2009-12-21,24,30.0,1
21846,2010-01-04,2,9.9,1
21846,2010-01-11,55,141.69,17
21846,2010-01-18,23,60.169999999999995,7
21846,2010-01-25,3,14.850000000000001,1
21846,2010-02-08,3,14.11,3
21846,2010-02-15,8,38.86,4
21846,2010-02-22,2,8.42,2
21846,2010-03-01,7,32.43,4
21846,2010-03-08,5,21.79,5
21846,2010-03-15,4,17.58,4
21846,2010-03-29,4,19.8,1
21846,2010-04-05,2,8.42,1
21846,2010-04-19,1,4.21,1
21846,2010-04-26,1,4.95,1
21846,2010-05-03,4,16.84,3
21846,2010-05-17,80,303.2,1
21846,2010-05-24,25,106.21,2
21846,2010-05-31,4,19.8,1
21846,2010-06-07,1,4.95,1
21846,2010-06-14,21,89.14999999999999,5
21846,2010-06-21,1,4.21,1
21846,2010-06-28,1,4.95,1
21846,2010-07-05,1,4.21,1
21846,2010-07-12,2,8.42,1
21846,2010-07-19,2,9.16,2
21846,2010-07-26,2,9.9,2
21846,2010-08-02,1,4.95,1
21846,2010-08-16,12,50.52,3
21846,2010-08-23,26,110.42,3
21846,2010-08-30,5,21.049999999999997,3
21846,2010-09-06,1,4.95,1
21846,2010-09-13,1,4.21,1
21846,2010-09-20,2,9.16,2
21846,2010-09-27,2,8.42,2
21846,2010-10-04,172,228.32000000000002,5
21846,2010-10-11,7,31.69,4
21846,2010-10-18,76,137.82,6
21846,2010-10-25,127,183.91,7
21846,2010-11-01,25,34.95,2
21846,2010-11-08,2,8.42,2
21846,2010-11-15,8,35.9,6
21846,2010-11-22,13,57.69,7
21846,2010-11-29,7,29.470000000000002,3
21846,2010-12-06,51,218.67000000000002,10
21846,2010-12-13,8,35.16,3
21846,2010-12-20,35,68.3,4
21846,2011-01-03,48,79.67999999999999,6
21846,2011-01-10,93,153.24,9
21846,2011-01-17,76,123.87999999999998,11
21846,2011-01-24,2,8.26,2
21846,2011-01-31,6,26.42,2
21846,2011-02-07,1,4.13,1
21846,2011-02-14,1,4.13,1
21846,2011-02-21,1,4.13,1
21846,2011-02-28,1,4.13,1
21846,2011-03-07,2,8.26,2
21846,2011-03-21,1,4.13,1
21846,2011-03-28,3,14.850000000000001,1
21846,2011-04-04,1,4.13,1
21846,2011-04-18,1,4.13,1
21846,2011-06-06,1,4.95,1
21846,2011-06-27,10,29.58,5
21846,2011-07-04,13,31.98,6
21846,2011-07-11,9,22.14,2
21846,2011-07-18,7,17.22,3
21846,2011-07-25,4,23.14,2
21846,2011-08-15,1,4.95,1
21846,2011-09-05,3,14.850000000000001,1
21846,2011-09-12,1,8.29,1
21846,2011-09-19,2,16.58,1
21846,2011-10-17,2,16.58,1
21846,2011-10-24,2,13.239999999999998,2
21846,2011-10-31,2,16.58,2
21846,2011-11-07,1,8.29,1
21846,2011-11-14,16,92.56,4
21846,2011-11-21,6,43.059999999999995,5
21846,2011-11-28,6,43.059999999999995,4
21846,2011-12-05,2,13.239999999999998,2
21847,2009-12-07,25,34.95,2
21847,2009-12-14,28,49.150000000000006,3
21847,2010-01-11,8,20.439999999999998,6
21847,2010-01-18,7,17.57,3
21847,2010-02-15,1,4.95,1
21847,2010-03-01,1,4.21,1
21847,2010-03-15,1,4.21,1
21847,2010-03-22,1,4.21,1
21847,2010-04-05,1,4.21,1
21847,2010-06-14,2,9.16,2
21847,2010-06-21,1,4.21,1
21847,2010-07-12,1,4.21,1
21847,2010-08-23,2,9.16,2
21847,2010-09-20,1,4.21,1
21847,2010-10-04,122,159.9,2
21847,2010-10-11,6,29.700000000000003,1
21847,2010-10-18,25,34.21,2
21847,2010-10-25,24,30.0,1
21847,2010-11-01,1,4.95,1
21847,2010-11-08,2,9.9,1
21847,2010-11-15,7,34.65,1
21847,2010-11-22,3,13.370000000000001,2
21847,2010-11-29,1,4.95,1
21847,2010-12-06,1,4.21,1
21847,2010-12-13,2,8.42,1
21847,2010-12-20,2,3.32,1
21847,2011-01-03,8,13.28,5
21847,2011-01-10,32,52.61,8
21847,2011-01-17,13,21.189999999999998,5
21847,2011-02-14,1,4.13,1
21847,2011-03-28,3,14.850000000000001,1
21847,2011-04-04,1,4.13,1
21847,2011-07-04,1,2.46,1
21847,2011-07-11,3,7.38,2
21847,2011-07-18,2,4.92,1
21847,2011-07-25,1,4.95,1
21847,2011-09-05,3,14.850000000000001,1
21847,2011-10-24,1,4.95,1
21847,2011-10-31,1,4.95,1
21847,2011-11-14,1,8.29,1
21849,2009-11-30,1,4.95,1
21849,2009-12-07,28,48.5,4
21849,2009-12-14,49,64.95,3
21849,2009-12-21,24,30.0,1
21849,2010-01-04,1,4.95,1
21849,2010-01-11,19,47.989999999999995,10
21849,2010-01-18,8,20.08,5
21849,2010-01-25,3,14.850000000000001,1
21849,2010-02-15,10,48.760000000000005,3
21849,2010-03-01,1,4.95,1
21849,2010-03-15,2,9.16,2
21849,2010-03-22,2,8.42,1
21849,2010-04-05,1,4.21,1
21849,2010-05-17,1,4.95,1
21849,2010-05-24,24,102.0,1
21849,2010-05-31,4,19.8,1
21849,2010-06-07,1,4.95,1
21849,2010-06-14,2,9.16,2
21849,2010-06-21,2,8.42,1
21849,2010-06-28,1,4.95,1
21849,2010-07-05,1,4.21,1
21849,2010-07-19,2,8.42,1
21849,2010-07-26,1,4.95,1
21849,2010-08-09,1,4.21,1
21849,2010-08-16,3,12.629999999999999,2
21849,2010-08-23,5,21.79,2
21849,2010-10-04,26,39.9,2
21849,2010-10-11,48,60.0,2
21849,2010-10-18,96,120.0,1
21849,2010-10-25,56,99.6,3
21849,2010-11-01,26,39.16,3
21849,2010-11-08,3,14.850000000000001,2
21849,2010-11-15,3,14.11,3
21849,2010-11-22,5,24.75,2
21849,2010-11-29,6,29.700000000000003,2
21849,2010-12-06,21,97.29,5
21849,2010-12-13,2,9.16,2
21849,2010-12-20,6,9.959999999999999,1
21849,2011-01-03,11,18.259999999999998,6
21849,2011-01-10,36,59.25,5
21849,2011-01-17,24,39.12,8
21849,2011-01-31,1,4.13,1
21849,2011-02-14,6,26.42,4
21849,2011-03-21,1,4.13,1
21849,2011-03-28,3,14.850000000000001,1
21849,2011-04-04,3,12.39,2
21849,2011-05-02,1,4.95,1
21849,2011-06-06,2,9.9,2
21849,2011-06-13,1,8.29,1
21849,2011-06-27,5,12.3,2
21849,2011-07-04,2,7.41,2
21849,2011-07-11,10,24.599999999999998,3
21849,2011-07-18,6,14.76,2
21849,2011-07-25,2,9.9,1
21849,2011-08-29,1,4.95,1
21849,2011-09-05,1,4.95,1
21849,2011-10-10,3,18.189999999999998,3
21849,2011-11-07,11,54.45,2
21849,2011-11-14,1,8.29,1
21849,2011-11-21,3,18.189999999999998,3
21849,2011-11-28,6,33.04,3
21850,2009-12-07,1,4.3,1
21850,2009-12-14,51,74.85,3
21850,2009-12-21,48,60.0,2
21850,2010-01-11,27,68.55,12
21850,2010-01-18,11,30.049999999999997,5
21850,2010-01-25,1,4.95,1
21850,2010-02-15,5,24.75,2
21850,2010-03-01,1,4.95,1
21850,2010-03-08,1,4.21,1
21850,2010-03-15,2,8.42,2
21850,2010-03-22,2,8.42,1
21850,2010-04-05,1,4.21,1
21850,2010-05-10,3,14.850000000000001,1
21850,2010-06-07,1,4.95,1
21850,2010-06-14,1,4.95,1
21850,2010-06-21,1,4.21,1
21850,2010-07-26,1,4.95,1
21850,2010-08-23,3,13.370000000000001,2
21850,2010-08-30,3,12.629999999999999,2
21850,2010-09-20,2,9.9,2
21850,2010-10-04,122,159.9,4
21850,2010-10-25,24,30.0,1
21850,2010-11-08,1,4.95,1
21850,2010-11-15,2,9.9,1
21850,2010-11-22,3,12.629999999999999,2
21850,2010-11-29,5,24.75,4
21850,2010-12-06,8,33.68,4
21850,2010-12-13,2,9.9,1
21850,2011-01-17,32,52.16,8
21850,2011-01-31,2,8.26,2
21850,2011-02-07,1,4.13,1
21850,2011-03-07,1,4.13,1
21850,2011-03-28,3,14.850000000000001,1
21850,2011-06-06,1,4.95,1
21850,2011-06-27,5,12.3,1
21850,2011-07-04,43,172.71,8
21850,2011-07-11,3,7.38,1
21850,2011-07-18,2,4.92,2
21850,2011-08-08,1,8.29,1
21850,2011-09-05,1,4.95,1
21850,2011-10-10,2,9.9,2
21850,2011-10-17,1,4.95,1
21850,2011-10-24,1,4.95,1
21850,2011-10-31,3,18.189999999999998,3
21850,2011-11-07,2,16.58,2
21850,2011-11-14,1,8.29,1
21850,2011-11-21,1,4.95,1
21850,2011-11-28,5,31.429999999999996,4
21850,2011-12-05,4,26.479999999999997,2
21851,2009-11-30,5,24.1,3
21851,2009-12-07,39,96.45,6
21851,2009-12-14,229,318.9,6
21851,2010-01-11,39,101.58999999999999,15
21851,2010-01-18,14,37.58,5
21851,2010-02-01,1,4.21,1
21851,2010-02-08,2,9.16,2
21851,2010-02-15,5,24.75,2
21851,2010-03-01,2,9.16,2
21851,2010-03-08,2,8.42,2
21851,2010-03-15,3,14.11,2
21851,2010-03-22,1,4.21,1
21851,2010-04-05,1,4.21,1
21851,2010-04-19,1,4.21,1
21851,2010-05-03,1,4.21,1
21851,2010-05-10,1,4.21,1
21851,2010-05-17,1,4.21,1
21851,2010-05-31,5,24.01,2
21851,2010-06-14,1,4.95,1
21851,2010-06-21,1,4.21,1
21851,2010-06-28,1,4.95,1
21851,2010-07-12,1,4.21,1
21851,2010-08-23,4,17.58,2
21851,2010-08-30,3,12.629999999999999,2
