StockCode,class,ABC,XYZ,weekly_demand,forecast_error,revenue,ROP_1w_90%,ROP_1w_95%,ROP_1w_99%,ROP_2w_90%,ROP_2w_95%,ROP_2w_99%,ROP_3w_90%,ROP_3w_95%,ROP_3w_99%,ROP_4w_90%,ROP_4w_95%,ROP_4w_99%,product
22507,AZ,A,Z,49.67,46.69,25603.46,109.0,127.0,158.0,184.0,208.0,253.0,253.0,282.0,337.0,318.0,353.0,416.0,MEMO BOARD RETROSPOT  DESIGN
37503,AZ,A,Z,26.55,0.0,25471.33,27.0,27.0,27.0,53.0,53.0,53.0,80.0,80.0,80.0,106.0,106.0,106.0,TEA TIME CAKE STAND IN GIFT BOX
22087,AY,A,Y,84.57,48.38,25445.15,147.0,164.0,197.0,257.0,282.0,329.0,361.0,392.0,449.0,462.0,498.0,564.0,PAPER BUNTING WHITE LACE
21080,AX,A,X,306.66,67.61,25435.63,393.0,418.0,464.0,736.0,771.0,836.0,1070.0,1113.0,1193.0,1400.0,1450.0,1542.0,SET/20 RED RETROSPOT PAPER NAPKINS
21108,AZ,A,Z,103.72,202.26,25435.57,363.0,437.0,575.0,574.0,679.0,874.0,760.0,889.0,1127.0,933.0,1082.0,1357.0,FAIRY CAKE FLANNEL ASSORTED COLOUR
84755,AY,A,Y,409.84,185.04,25293.53,647.0,715.0,841.0,1155.0,1251.0,1429.0,1640.0,1758.0,1976.0,2113.0,2250.0,2502.0,COLOUR GLASS T-LIGHT HOLDER HANGING
22084,AZ,A,Z,94.53,2.07,25190.11,97.0,98.0,99.0,193.0,194.0,196.0,288.0,290.0,292.0,383.0,385.0,388.0,PAPER CHAIN KIT EMPIRE
21527,AY,A,Y,36.13,2.14,25087.72,39.0,40.0,41.0,76.0,77.0,79.0,113.0,114.0,117.0,150.0,152.0,154.0,RED RETROSPOT TRADITIONAL TEAPOT
23173,AZ,A,Z,23.74,53.58,24918.93,92.0,112.0,149.0,144.0,173.0,224.0,190.0,224.0,287.0,232.0,272.0,345.0,REGENCY TEAPOT ROSES
20972,AY,A,Y,193.35,66.3,24856.56,278.0,303.0,348.0,507.0,541.0,605.0,727.0,770.0,848.0,943.0,992.0,1082.0,PINK CREAM FELT CRAFT TRINKET BOX
21314,AY,A,Y,109.13,48.17,24664.49,171.0,189.0,221.0,305.0,331.0,377.0,434.0,465.0,522.0,560.0,595.0,661.0,SMALL GLASS HEART TRINKET POT
84836,AY,A,Y,193.65,78.9,24531.83,295.0,324.0,377.0,530.0,571.0,647.0,756.0,806.0,899.0,977.0,1035.0,1142.0,ZINC METAL HEART DECORATION
84077,AY,A,Y,962.13,480.64,24507.53,1577.0,1755.0,2082.0,2794.0,3046.0,3508.0,3952.0,4260.0,4826.0,5079.0,5435.0,6088.0,WORLD WAR 2 GLIDERS ASSTD DESIGNS
22722,AZ,A,Z,36.74,174.27,24507.36,260.0,324.0,443.0,389.0,480.0,648.0,497.0,608.0,814.0,593.0,722.0,959.0,SET OF 6 SPICE TINS PANTRY DESIGN
22698,AY,A,Y,69.26,56.79,24486.72,142.0,163.0,202.0,241.0,271.0,326.0,334.0,370.0,437.0,422.0,464.0,542.0,PINK REGENCY TEACUP AND SAUCER
22728,AZ,A,Z,43.87,79.23,24306.06,145.0,175.0,228.0,231.0,273.0,349.0,307.0,358.0,451.0,378.0,437.0,545.0,ALARM CLOCK BAKELIKE PINK
48173C,AZ,A,Z,41.19,33.52,24295.9,84.0,96.0,119.0,143.0,161.0,193.0,198.0,219.0,259.0,251.0,275.0,321.0,DOORMAT BLACK FLOCK
21231,AY,A,Y,189.68,90.89,24247.61,306.0,340.0,401.0,544.0,591.0,679.0,771.0,829.0,936.0,991.0,1059.0,1182.0,SWEETHEART CERAMIC TRINKET BOX
47590A,AY,A,Y,46.98,21.93,24201.38,75.0,83.0,98.0,134.0,145.0,166.0,190.0,204.0,229.0,244.0,260.0,290.0,BLUE HAPPY BIRTHDAY BUNTING
22171,AZ,A,Z,32.29,20.63,23877.76,59.0,66.0,80.0,102.0,113.0,133.0,143.0,156.0,180.0,182.0,197.0,225.0,3 HOOK PHOTO SHELF ANTIQUE WHITE
23344,AZ,A,Z,16.51,447.36,23815.75,589.0,755.0,1059.0,843.0,1077.0,1507.0,1041.0,1328.0,1855.0,1211.0,1542.0,2151.0,JUMBO BAG 50'S CHRISTMAS
21955,AZ,A,Z,40.24,27.83,23809.22,76.0,86.0,105.0,131.0,145.0,172.0,182.0,200.0,233.0,232.0,253.0,291.0,DOORMAT UNION JACK GUNS AND ROSES
21790,AY,A,Y,227.2,171.34,23538.47,447.0,510.0,626.0,765.0,854.0,1019.0,1061.0,1171.0,1373.0,1347.0,1474.0,1707.0,VINTAGE SNAP CARDS
23243,AZ,A,Z,21.8,180.74,23514.17,253.0,320.0,443.0,371.0,465.0,639.0,466.0,582.0,795.0,550.0,684.0,929.0,SET OF TEA COFFEE SUGAR TINS PANTRY
22605,AZ,A,Z,18.39,6.47,23439.57,27.0,29.0,33.0,48.0,52.0,58.0,70.0,74.0,81.0,90.0,95.0,104.0,WOODEN CROQUET GARDEN SET
22625,AY,A,Y,23.69,19.28,23105.35,48.0,56.0,69.0,82.0,92.0,111.0,114.0,126.0,149.0,144.0,158.0,185.0,RED KITCHEN SCALES
84406B,AY,A,Y,74.26,28.41,23098.1,111.0,121.0,140.0,200.0,215.0,242.0,286.0,304.0,337.0,370.0,391.0,429.0,CREAM CUPID HEARTS COAT HANGER
22607,AY,A,Y,25.91,9.7,23015.79,38.0,42.0,49.0,69.0,74.0,84.0,99.0,105.0,117.0,128.0,136.0,149.0,WOODEN ROUNDERS GARDEN SET
21791,AY,A,Y,158.68,107.95,22924.85,297.0,337.0,410.0,513.0,569.0,673.0,715.0,785.0,912.0,911.0,991.0,1138.0,VINTAGE HEADS AND TAILS CARD GAME
22554,AY,A,Y,117.13,85.63,22899.92,227.0,258.0,317.0,389.0,434.0,516.0,541.0,596.0,697.0,688.0,751.0,868.0,PLASTERS IN TIN WOODLAND ANIMALS
21936,AY,A,Y,81.72,55.33,22770.81,153.0,173.0,211.0,264.0,293.0,346.0,368.0,403.0,468.0,469.0,509.0,585.0,RED RETROSPOT PICNIC BAG
84970S,AX,A,X,270.55,64.76,22653.1,353.0,377.0,421.0,658.0,692.0,754.0,955.0,997.0,1073.0,1248.0,1296.0,1384.0,HANGING HEART ZINC T-LIGHT HOLDER
22556,AY,A,Y,124.92,49.07,22376.98,188.0,206.0,239.0,339.0,364.0,412.0,484.0,515.0,573.0,625.0,662.0,728.0,PLASTERS IN TIN CIRCUS PARADE
37449,AY,A,Y,24.37,9.96,22363.15,37.0,41.0,48.0,67.0,72.0,82.0,95.0,102.0,113.0,123.0,130.0,144.0,CERAMIC CAKE STAND + HANGING CAKES
85014A,AZ,A,Z,45.98,16.93,22243.45,68.0,74.0,85.0,123.0,131.0,148.0,175.0,186.0,206.0,227.0,240.0,263.0,BLACK/BLUE POLKADOT UMBRELLA
20749,AY,A,Y,25.69,32.74,22200.96,68.0,80.0,102.0,111.0,128.0,159.0,150.0,171.0,209.0,187.0,211.0,255.0,ASSORTED COLOUR MINI CASES
22113,AZ,A,Z,43.26,93.11,22159.98,162.0,197.0,260.0,255.0,304.0,393.0,336.0,396.0,506.0,411.0,480.0,607.0,GREY HEART HOT WATER BOTTLE
22585,AY,A,Y,162.99,150.06,22011.05,355.0,411.0,513.0,598.0,676.0,820.0,822.0,918.0,1095.0,1036.0,1147.0,1351.0,PACK OF 6 BIRDY GIFT TAGS
23202,AZ,A,Z,75.14,111.29,21852.81,218.0,259.0,334.0,352.0,410.0,517.0,472.0,543.0,675.0,585.0,668.0,819.0,JUMBO BAG VINTAGE LEAF
22499,AY,A,Y,37.38,4.62,21838.42,43.0,45.0,48.0,83.0,86.0,90.0,122.0,125.0,131.0,161.0,165.0,171.0,WOODEN UNION JACK BUNTING
22941,AZ,A,Z,13.61,59.91,21753.08,90.0,112.0,153.0,136.0,167.0,225.0,174.0,212.0,283.0,208.0,252.0,334.0,CHRISTMAS LIGHTS 10 REINDEER
21210,AY,A,Y,142.55,78.54,21735.89,243.0,272.0,326.0,427.0,468.0,544.0,602.0,652.0,745.0,771.0,829.0,936.0,SET OF 72 RETROSPOT PAPER  DOILIES
22456,AY,A,Y,42.55,11.39,21607.95,57.0,61.0,69.0,106.0,112.0,123.0,153.0,160.0,174.0,199.0,208.0,223.0,NATURAL SLATE CHALKBOARD LARGE
22969,AZ,A,Z,118.23,153.37,21519.39,315.0,371.0,476.0,514.0,594.0,742.0,695.0,793.0,974.0,866.0,979.0,1188.0,HOMEMADE JAM SCENTED CANDLES
21213,AY,A,Y,394.41,182.11,21463.86,628.0,695.0,819.0,1118.0,1214.0,1389.0,1587.0,1704.0,1918.0,2044.0,2179.0,2426.0,PACK OF 72 SKULL CAKE CASES
21258,AZ,A,Z,14.01,10.87,21450.31,28.0,32.0,39.0,48.0,53.0,64.0,66.0,73.0,86.0,84.0,92.0,107.0,VICTORIAN SEWING BOX LARGE
23209,AZ,A,Z,93.12,136.95,21450.17,268.0,319.0,412.0,434.0,506.0,638.0,583.0,671.0,832.0,723.0,824.0,1011.0,LUNCH BAG VINTAGE DOILY
85048,AZ,A,Z,17.23,42.3,21248.83,71.0,87.0,116.0,111.0,133.0,174.0,145.0,173.0,222.0,177.0,208.0,266.0,15CM CHRISTMAS GLASS BALL 20 LIGHTS
22570,AY,A,Y,50.92,78.03,20931.1,151.0,180.0,233.0,243.0,284.0,359.0,326.0,376.0,468.0,403.0,461.0,567.0,FELTCRAFT CUSHION RABBIT
22424,AY,A,Y,13.83,7.61,20925.14,24.0,26.0,32.0,41.0,45.0,53.0,58.0,63.0,72.0,75.0,80.0,91.0,ENAMEL BREAD BIN CREAM
23206,AZ,A,Z,96.11,149.46,20911.98,287.0,343.0,444.0,463.0,541.0,685.0,620.0,715.0,891.0,767.0,878.0,1081.0,LUNCH BAG APPLE DESIGN
84997A,AY,A,Y,49.61,36.47,20893.73,96.0,110.0,135.0,165.0,184.0,219.0,230.0,253.0,296.0,292.0,319.0,368.0,GREEN 3 PIECE MINI DOTS CUTLERY SET
22294,AY,A,Y,163.87,71.58,20881.88,255.0,282.0,331.0,457.0,495.0,564.0,650.0,696.0,781.0,839.0,892.0,989.0,HEART FILIGREE DOVE  SMALL
22356,AX,A,X,183.59,76.62,20881.25,282.0,310.0,362.0,506.0,546.0,620.0,721.0,770.0,860.0,931.0,987.0,1091.0,CHARLOTTE BAG PINK POLKADOT
21218,AY,A,Y,51.95,30.66,20822.81,91.0,103.0,123.0,159.0,175.0,205.0,224.0,243.0,280.0,286.0,309.0,351.0,RED SPOTTY BISCUIT TIN
48116,AZ,A,Z,31.58,52.86,20728.07,99.0,119.0,155.0,159.0,187.0,237.0,212.0,246.0,308.0,262.0,301.0,373.0,DOORMAT MULTICOLOUR STRIPE
22632,AZ,A,Z,78.44,124.74,20582.33,238.0,284.0,369.0,383.0,448.0,568.0,512.0,592.0,739.0,633.0,725.0,895.0,HAND WARMER RED RETROSPOT
22617,AY,A,Y,34.24,58.72,20571.74,109.0,131.0,171.0,175.0,206.0,262.0,233.0,271.0,340.0,287.0,331.0,411.0,BAKING SET SPACEBOY DESIGN
22693,AZ,A,Z,165.38,92.84,20469.08,284.0,319.0,382.0,499.0,547.0,637.0,702.0,761.0,871.0,899.0,968.0,1094.0,GROW A FLYTRAP OR SUNFLOWER IN TIN
20723,AX,A,X,169.04,68.56,20438.45,257.0,282.0,329.0,462.0,498.0,564.0,659.0,703.0,784.0,852.0,902.0,996.0,STRAWBERRY CHARLOTTE BAG
21559,AX,A,X,78.53,43.59,20416.93,134.0,150.0,180.0,236.0,259.0,301.0,332.0,360.0,411.0,426.0,458.0,517.0,STRAWBERRY LUNCH BOX WITH CUTLERY
22568,AY,A,Y,42.48,79.18,20271.22,144.0,173.0,227.0,228.0,270.0,346.0,303.0,354.0,447.0,373.0,431.0,539.0,FELTCRAFT CUSHION OWL
85150,AY,A,Y,79.59,24.83,20255.57,111.0,121.0,137.0,204.0,217.0,241.0,294.0,310.0,339.0,382.0,400.0,434.0,LADIES & GENTLEMEN METAL SIGN
21216,AY,A,Y,37.08,19.86,20213.55,62.0,70.0,83.0,110.0,120.0,140.0,155.0,168.0,191.0,199.0,214.0,241.0,"SET 3 RETROSPOT TEA,COFFEE,SUGAR"
22273,AZ,A,Z,47.17,194.14,20189.34,296.0,368.0,500.0,446.0,547.0,734.0,572.0,696.0,925.0,686.0,829.0,1093.0,FELTCRAFT DOLL MOLLY
22569,AY,A,Y,51.72,71.18,20134.43,143.0,169.0,218.0,232.0,270.0,338.0,313.0,359.0,442.0,389.0,442.0,539.0,FELTCRAFT CUSHION BUTTERFLY
21622,AZ,A,Z,39.62,7.45,20021.09,49.0,52.0,57.0,93.0,97.0,104.0,135.0,140.0,149.0,178.0,183.0,193.0,VINTAGE UNION JACK CUSHION COVER
22900,AZ,A,Z,53.84,40.51,19895.14,106.0,121.0,148.0,181.0,202.0,241.0,251.0,277.0,325.0,319.0,349.0,404.0,SET 2 TEA TOWELS I LOVE LONDON
22413,AZ,A,Z,53.32,142.26,19754.79,235.0,288.0,385.0,364.0,439.0,575.0,475.0,567.0,734.0,577.0,683.0,876.0,METAL SIGN TAKE IT OR LEAVE IT
48129,AZ,A,Z,29.12,29.96,19646.08,67.0,79.0,99.0,112.0,128.0,157.0,154.0,173.0,208.0,193.0,215.0,256.0,DOORMAT TOPIARY
22381,AY,A,Y,87.52,58.01,19634.24,162.0,183.0,223.0,280.0,310.0,366.0,391.0,428.0,497.0,499.0,541.0,620.0,TOY TIDY PINK POLKADOT
21174,AY,A,Y,84.12,100.9,19619.42,213.0,251.0,319.0,351.0,404.0,501.0,476.0,541.0,660.0,595.0,669.0,807.0,POTTERING IN THE SHED METAL SIGN
22558,AY,A,Y,126.11,60.91,19539.59,204.0,227.0,268.0,362.0,394.0,453.0,513.0,552.0,624.0,660.0,705.0,788.0,CLOTHES PEGS RETROSPOT PACK 24
22169,AY,A,Y,19.42,20.33,19533.1,45.0,53.0,67.0,76.0,86.0,106.0,103.0,116.0,140.0,130.0,145.0,172.0,FAMILY ALBUM WHITE PICTURE FRAME
22561,AY,A,Y,102.67,36.28,19532.52,149.0,163.0,187.0,271.0,290.0,325.0,388.0,412.0,454.0,504.0,530.0,580.0,WOODEN SCHOOL COLOURING SET
21340,AY,A,Y,16.68,10.15,19337.48,30.0,33.0,40.0,52.0,57.0,67.0,73.0,79.0,91.0,93.0,100.0,114.0,CLASSIC METAL BIRDCAGE PLANT HOLDER
22427,AY,A,Y,31.43,33.96,19326.83,75.0,87.0,111.0,124.0,142.0,175.0,170.0,191.0,231.0,213.0,238.0,284.0,ENAMEL FLOWER JUG CREAM
22952,AZ,A,Z,232.42,399.97,19274.7,744.0,892.0,1164.0,1189.0,1398.0,1783.0,1584.0,1840.0,2311.0,1954.0,2250.0,2794.0,60 CAKE CASES VINTAGE CHRISTMAS
21908,AY,A,Y,89.73,70.8,19180.58,180.0,207.0,255.0,308.0,345.0,413.0,426.0,472.0,555.0,540.0,593.0,689.0,CHOCOLATE THIS WAY METAL SIGN
22061,AY,A,Y,20.26,20.12,19161.17,46.0,53.0,67.0,77.0,87.0,107.0,105.0,118.0,142.0,133.0,147.0,175.0,LARGE CAKE STAND  HANGING STRAWBERY
84949,AY,A,Y,107.65,113.29,19104.9,253.0,295.0,372.0,420.0,480.0,589.0,574.0,647.0,780.0,721.0,804.0,959.0,SILVER HANGING T-LIGHT HOLDER
71053,AY,A,Y,47.98,24.0,18970.52,79.0,88.0,104.0,139.0,152.0,175.0,197.0,213.0,241.0,253.0,271.0,304.0,WHITE METAL LANTERN
84947,AY,A,Y,132.32,169.16,18911.67,349.0,411.0,526.0,571.0,659.0,822.0,772.0,880.0,1080.0,962.0,1088.0,1318.0,ANTIQUE SILVER TEA GLASS ENGRAVED
47591D,AY,A,Y,89.65,75.92,18730.32,187.0,215.0,267.0,317.0,356.0,429.0,437.0,486.0,575.0,553.0,609.0,712.0,PINK FAIRY CAKE CHILDRENS APRON
22555,AY,A,Y,105.04,43.87,18718.27,161.0,177.0,207.0,290.0,312.0,355.0,412.0,441.0,492.0,532.0,565.0,625.0,PLASTERS IN TIN STRONGMAN
21035,AY,A,Y,57.59,48.86,18681.38,120.0,138.0,171.0,204.0,229.0,276.0,281.0,312.0,370.0,355.0,392.0,458.0,SET/2 RED RETROSPOT TEA TOWELS
22041,AY,A,Y,66.2,55.57,18650.87,137.0,158.0,196.0,233.0,262.0,316.0,322.0,357.0,423.0,407.0,448.0,524.0,"RECORD FRAME 7"" SINGLE SIZE"
21121,AY,A,Y,147.82,86.75,18488.95,259.0,291.0,350.0,453.0,498.0,581.0,636.0,691.0,794.0,813.0,878.0,996.0,SET/10 RED POLKADOT PARTY CANDLES
22847,AY,A,Y,9.29,14.69,18352.74,28.0,34.0,44.0,45.0,53.0,67.0,60.0,70.0,87.0,75.0,86.0,106.0,BREAD BIN DINER STYLE IVORY
21484,AZ,A,Z,39.31,56.51,18320.89,112.0,133.0,171.0,181.0,210.0,265.0,243.0,279.0,346.0,302.0,344.0,421.0,CHICK GREY HOT WATER BOTTLE
21430,AY,A,Y,43.98,37.15,18082.47,92.0,105.0,131.0,155.0,175.0,210.0,214.0,238.0,282.0,271.0,299.0,349.0,SET/3 RED GINGHAM ROSE STORAGE BOX
22505,AY,A,Y,36.72,15.96,18074.23,57.0,63.0,74.0,102.0,111.0,126.0,146.0,156.0,175.0,188.0,200.0,221.0,MEMO BOARD COTTAGE DESIGN
22147,AY,A,Y,108.33,220.48,17951.58,391.0,472.0,622.0,616.0,731.0,943.0,814.0,955.0,1215.0,998.0,1161.0,1461.0,FELTCRAFT BUTTERFLY HEARTS
22560,AY,A,Y,120.95,166.38,17904.21,334.0,395.0,509.0,543.0,630.0,790.0,732.0,838.0,1034.0,910.0,1033.0,1259.0,TRADITIONAL MODELLING CLAY
22352,AX,A,X,68.18,33.12,17879.16,111.0,123.0,145.0,196.0,214.0,245.0,278.0,299.0,338.0,358.0,382.0,427.0,LUNCH BOX WITH CUTLERY RETROSPOT
22297,AY,A,Y,139.22,37.8,17840.12,188.0,202.0,227.0,347.0,367.0,403.0,501.0,526.0,570.0,654.0,682.0,733.0,HEART IVORY TRELLIS SMALL
84945,AY,A,Y,186.69,193.86,17767.96,435.0,507.0,638.0,724.0,826.0,1012.0,990.0,1114.0,1342.0,1243.0,1387.0,1650.0,MULTI COLOUR SILVER T-LIGHT HOLDER
84970L,AX,A,X,176.74,66.56,17736.68,262.0,287.0,332.0,474.0,509.0,573.0,678.0,720.0,799.0,877.0,927.0,1017.0,SINGLE HEART ZINC T-LIGHT HOLDER
21914,AY,A,Y,100.61,135.57,17729.11,274.0,324.0,416.0,447.0,518.0,648.0,602.0,689.0,849.0,750.0,850.0,1034.0,BLUE HARMONICA IN BOX
22633,AZ,A,Z,53.52,180.14,17656.47,284.0,351.0,473.0,433.0,527.0,701.0,560.0,675.0,888.0,675.0,809.0,1054.0,HAND WARMER UNION JACK
22776,AY,A,Y,15.48,10.0,17540.41,28.0,32.0,39.0,49.0,54.0,64.0,69.0,75.0,87.0,88.0,95.0,109.0,SWEETHEART CAKESTAND 3 TIER
21136,AY,A,Y,96.11,43.67,17502.15,152.0,168.0,198.0,271.0,294.0,336.0,385.0,413.0,465.0,496.0,529.0,588.0,PAINTED METAL PEARS ASSORTED
20718,AX,A,X,129.99,50.38,17467.35,194.0,213.0,247.0,351.0,378.0,426.0,502.0,534.0,593.0,649.0,686.0,755.0,RED RETROSPOT SHOPPER BAG
22557,AY,A,Y,95.25,39.1,17437.6,145.0,160.0,186.0,261.0,282.0,319.0,372.0,397.0,444.0,481.0,510.0,563.0,PLASTERS IN TIN VINTAGE PAISLEY
84992,AY,A,Y,343.78,133.38,17404.8,515.0,564.0,655.0,929.0,999.0,1127.0,1327.0,1413.0,1570.0,1717.0,1815.0,1997.0,72 SWEETHEART FAIRY CAKE CASES
22366,AZ,A,Z,23.15,22.89,17264.77,52.0,61.0,76.0,88.0,100.0,122.0,120.0,135.0,162.0,151.0,168.0,199.0,DOORMAT AIRMAIL
21889,AY,A,Y,104.23,103.17,17119.41,236.0,274.0,345.0,395.0,449.0,548.0,541.0,608.0,729.0,681.0,757.0,898.0,WOODEN BOX OF DOMINOES
23240,AZ,A,Z,25.34,32.22,17037.52,67.0,79.0,100.0,109.0,126.0,157.0,147.0,168.0,206.0,184.0,208.0,252.0,SET OF 4 KNICK KNACK TINS DOILY
21156,AY,A,Y,84.57,69.64,17017.88,174.0,199.0,247.0,295.0,332.0,399.0,408.0,453.0,535.0,517.0,568.0,663.0,RETROSPOT CHILDRENS APRON
22654,AY,A,Y,23.17,19.84,17001.02,49.0,56.0,69.0,82.0,93.0,112.0,113.0,126.0,150.0,143.0,158.0,185.0,DELUXE SEWING KIT
21535,AY,A,Y,66.4,32.57,16921.15,108.0,120.0,142.0,192.0,209.0,240.0,271.0,292.0,331.0,349.0,373.0,417.0,RED RETROSPOT SMALL MILK JUG
22652,AY,A,Y,95.94,124.79,16822.1,256.0,302.0,387.0,418.0,483.0,603.0,564.0,644.0,791.0,703.0,796.0,965.0,TRAVEL SEWING KIT
21533,AX,A,X,34.05,18.97,16793.07,58.0,65.0,78.0,102.0,112.0,131.0,144.0,156.0,179.0,185.0,199.0,225.0,RETRO SPOT LARGE MILK JUG
21164,AY,A,Y,61.58,18.61,16679.510000000002,85.0,92.0,105.0,157.0,167.0,184.0,226.0,238.0,260.0,294.0,308.0,333.0,HOME SWEET HOME METAL SIGN
72760B,AY,A,Y,17.6,2.83,16634.41,21.0,22.0,24.0,40.0,42.0,45.0,59.0,61.0,64.0,78.0,80.0,84.0,VINTAGE CREAM 3 BASKET CAKE STAND
22993,AY,A,Y,90.72,98.97,16507.23,217.0,254.0,321.0,361.0,412.0,508.0,492.0,555.0,672.0,616.0,689.0,824.0,SET OF 4 PANTRY JELLY MOULDS
22837,AZ,A,Z,37.98,0.71,16487.73,39.0,39.0,40.0,77.0,78.0,78.0,116.0,116.0,117.0,154.0,154.0,155.0,HOT WATER BOTTLE BABUSHKA
22487,AY,A,Y,15.57,6.89,16393.6,24.0,27.0,32.0,44.0,47.0,54.0,62.0,66.0,75.0,80.0,85.0,94.0,WHITE WOOD GARDEN PLANT LADDER
21155,AY,A,Y,64.95,21.5,16360.79,92.0,100.0,115.0,169.0,180.0,201.0,243.0,256.0,282.0,315.0,331.0,360.0,RED RETROSPOT PEG BAG
23301,AZ,A,Z,36.48,306.31,16357.05,429.0,542.0,750.0,627.0,788.0,1082.0,789.0,985.0,1346.0,930.0,1157.0,1573.0,GARDENERS KNEELING PAD KEEP CALM
22191,AZ,A,Z,17.7,16.25,16284.05,38.0,45.0,56.0,65.0,73.0,89.0,89.0,100.0,119.0,112.0,124.0,147.0,IVORY DINER WALL CLOCK
22662,AY,A,Y,92.73,75.83,16266.41,190.0,218.0,269.0,323.0,362.0,435.0,446.0,495.0,584.0,565.0,621.0,724.0,LUNCH BAG DOLLY GIRL DESIGN
35004C,AZ,A,Z,32.97,0.0,16239.9,33.0,33.0,33.0,66.0,66.0,66.0,99.0,99.0,99.0,132.0,132.0,132.0,SET OF 3 COLOURED  FLYING DUCKS
22296,AY,A,Y,100.4,39.76,16220.61,151.0,166.0,193.0,273.0,294.0,332.0,389.0,415.0,462.0,503.0,533.0,587.0,HEART IVORY TRELLIS LARGE
22193,AY,A,Y,14.13,22.71,16177.48,43.0,52.0,67.0,69.0,81.0,103.0,93.0,107.0,134.0,115.0,131.0,162.0,RED DINER WALL CLOCK
22634,AY,A,Y,15.72,8.02,16036.1,26.0,29.0,34.0,46.0,50.0,58.0,65.0,70.0,80.0,83.0,89.0,100.0,CHILDS BREAKFAST SET SPACEBOY
21877,AY,A,Y,136.73,113.66,15996.8,282.0,324.0,402.0,479.0,539.0,648.0,662.0,735.0,869.0,838.0,922.0,1077.0,HOME SWEET HOME MUG
22692,AZ,A,Z,16.84,32.18,15982.45,58.0,70.0,92.0,92.0,109.0,140.0,122.0,142.0,180.0,150.0,174.0,217.0,DOORMAT WELCOME TO OUR HOME
22759,AY,A,Y,72.61,146.16,15892.96,260.0,314.0,413.0,410.0,486.0,627.0,542.0,636.0,808.0,665.0,773.0,972.0,SET OF 3 NOTEBOOKS IN PARCEL
22690,AZ,A,Z,22.57,25.05,15859.74,55.0,64.0,81.0,90.0,104.0,128.0,123.0,139.0,169.0,154.0,173.0,207.0,DOORMAT HOME SWEET HOME BLUE
22635,AY,A,Y,15.95,6.75,15834.81,25.0,27.0,32.0,44.0,48.0,54.0,63.0,67.0,75.0,81.0,86.0,95.0,CHILDS BREAKFAST SET DOLLY GIRL
22367,AX,A,X,71.55,50.4,15811.82,136.0,155.0,189.0,234.0,261.0,309.0,326.0,359.0,418.0,415.0,453.0,521.0,CHILDRENS APRON SPACEBOY DESIGN
84375,AY,A,Y,66.85,62.16,15794.28,146.0,169.0,212.0,246.0,279.0,339.0,338.0,378.0,451.0,427.0,473.0,557.0,SET OF 20 KIDS COOKIE CUTTERS
22170,AY,A,Y,21.6,23.68,15753.27,52.0,61.0,77.0,86.0,98.0,121.0,117.0,132.0,160.0,147.0,165.0,197.0,PICTURE FRAME WOOD TRIPLE PORTRAIT
22619,AY,A,Y,31.68,46.94,15668.84,92.0,109.0,141.0,148.0,173.0,218.0,199.0,229.0,284.0,247.0,282.0,345.0,SET OF 6 SOLDIER SKITTLES
22333,AY,A,Y,96.05,55.09,15651.2,167.0,187.0,224.0,292.0,321.0,374.0,410.0,446.0,510.0,525.0,566.0,641.0,RETROSPOT PARTY BAG + STICKER SET
85232B,AZ,A,Z,33.23,1.88,15606.8,36.0,36.0,38.0,70.0,71.0,73.0,104.0,105.0,107.0,138.0,139.0,142.0,SET/3 RUSSIAN DOLL STACKING TINS
21891,AY,A,Y,98.17,171.73,15586.4,318.0,382.0,498.0,507.0,597.0,762.0,675.0,785.0,988.0,832.0,959.0,1193.0,TRADITIONAL WOODEN SKIPPING ROPE
22173,AY,A,Y,46.99,23.76,15426.65,77.0,86.0,102.0,137.0,149.0,172.0,194.0,209.0,237.0,249.0,266.0,299.0,METAL 4 HOOK HANGER FRENCH CHATEAU
22749,AY,A,Y,28.84,60.44,15425.6,106.0,129.0,170.0,167.0,199.0,257.0,221.0,259.0,330.0,270.0,315.0,397.0,FELTCRAFT PRINCESS CHARLOTTE DOLL
84378,AY,A,Y,100.09,131.81,15417.19,269.0,318.0,407.0,439.0,508.0,635.0,592.0,677.0,832.0,738.0,835.0,1015.0,SET OF 3 HEART COOKIE CUTTERS
21844,AY,A,Y,52.54,34.01,15367.79,96.0,109.0,132.0,167.0,184.0,217.0,233.0,255.0,295.0,297.0,322.0,369.0,RED RETROSPOT MUG
22940,AZ,A,Z,25.85,36.71,15363.56,73.0,86.0,111.0,118.0,137.0,173.0,159.0,182.0,226.0,197.0,225.0,274.0,FELTCRAFT CHRISTMAS FAIRY
21094,AY,A,Y,195.53,103.83,15334.88,328.0,367.0,437.0,579.0,633.0,733.0,817.0,883.0,1006.0,1048.0,1125.0,1266.0,SET/6 RED SPOTTY PAPER PLATES
22365,AZ,A,Z,20.12,29.69,15304.79,58.0,69.0,89.0,94.0,110.0,138.0,126.0,145.0,180.0,156.0,178.0,219.0,DOORMAT RESPECTABLE HOUSE
22909,AZ,A,Z,114.67,297.7,15294.52,496.0,606.0,808.0,768.0,924.0,1210.0,1004.0,1195.0,1545.0,1221.0,1441.0,1846.0,SET OF 20 VINTAGE CHRISTMAS NAPKINS
